"iter","env1_muon - EMA/KL_Div","env1_muon - EMA/KL_Div__MIN","env1_muon - EMA/KL_Div__MAX","env1_muon - _step","env1_muon - _step__MIN","env1_muon - _step__MAX","env1_lion - EMA/KL_Div","env1_lion - EMA/KL_Div__MIN","env1_lion - EMA/KL_Div__MAX","env1_lion - _step","env1_lion - _step__MIN","env1_lion - _step__MAX","env1_adam - EMA/KL_Div","env1_adam - EMA/KL_Div__MIN","env1_adam - EMA/KL_Div__MAX","env1_adam - _step","env1_adam - _step__MIN","env1_adam - _step__MAX"," env1_sgd - EMA/KL_Div"," env1_sgd - EMA/KL_Div__MIN"," env1_sgd - EMA/KL_Div__MAX"," env1_sgd - _step"," env1_sgd - _step__MIN"," env1_sgd - _step__MAX","env1_adamw - EMA/KL_Div","env1_adamw - EMA/KL_Div__MIN","env1_adamw - EMA/KL_Div__MAX","env1_adamw - _step","env1_adamw - _step__MIN","env1_adamw - _step__MAX"
"3100","0.005051322604068414","0.005051322604068414","0.005051322604068414","62","62","62","0.002730727035716464","0.002730727035716464","0.002730727035716464","62","62","62","0.00399987480375254","0.00399987480375254","0.00399987480375254","62","62","62","0.009601688381446528","0.009601688381446528","0.009601688381446528","62","62","62","0.002388016685820653","0.002388016685820653","0.002388016685820653","3050","3050","3050"
"3150","0.005032906430042977","0.005032906430042977","0.005032906430042977","63","63","63","0.002239683794588542","0.002239683794588542","0.002239683794588542","63","63","63","0.003520812097147459","0.003520812097147459","0.003520812097147459","63","63","63","0.008696823244472088","0.008696823244472088","0.008696823244472088","63","63","63","0.0028242327869202203","0.0028242327869202203","0.0028242327869202203","3100","3100","3100"
"3200","0.0052234525031876","0.0052234525031876","0.0052234525031876","64","64","64","0.0028526485114508103","0.0028526485114508103","0.0028526485114508103","64","64","64","0.004130145026792855","0.004130145026792855","0.004130145026792855","64","64","64","0.008676693485231056","0.008676693485231056","0.008676693485231056","64","64","64","0.0029597360707392033","0.0029597360707392033","0.0029597360707392033","3150","3150","3150"
"3250","0.004847571688500318","0.004847571688500318","0.004847571688500318","65","65","65","0.0024881123143921154","0.0024881123143921154","0.0024881123143921154","65","65","65","0.003691039509734165","0.003691039509734165","0.003691039509734165","65","65","65","0.008537945611939093","0.008537945611939093","0.008537945611939093","65","65","65","0.0023342728228094452","0.0023342728228094452","0.0023342728228094452","3200","3200","3200"
"3300","0.004794921547650168","0.004794921547650168","0.004794921547650168","66","66","66","0.002836096636596288","0.002836096636596288","0.002836096636596288","66","66","66","0.0035398576995291637","0.0035398576995291637","0.0035398576995291637","66","66","66","0.008556830033907921","0.008556830033907921","0.008556830033907921","66","66","66","0.0025574576621407536","0.0025574576621407536","0.0025574576621407536","3250","3250","3250"
"3350","0.004055215094143708","0.004055215094143708","0.004055215094143708","67","67","67","0.0024627479348425523","0.0024627479348425523","0.0024627479348425523","67","67","67","0.0033546823537577717","0.0033546823537577717","0.0033546823537577717","67","67","67","0.008477585382138966","0.008477585382138966","0.008477585382138966","67","67","67","0.0025089873192536086","0.0025089873192536086","0.0025089873192536086","3300","3300","3300"
"3400","0.004591672165858603","0.004591672165858603","0.004591672165858603","68","68","68","0.0026238354049688954","0.0026238354049688954","0.0026238354049688954","68","68","68","0.00340124920168277","0.00340124920168277","0.00340124920168277","68","68","68","0.008347259336503658","0.008347259336503658","0.008347259336503658","68","68","68","0.0024215106798539782","0.0024215106798539782","0.0024215106798539782","3350","3350","3350"
"3450","0.004683153429620864","0.004683153429620864","0.004683153429620864","69","69","69","0.002467115077482546","0.002467115077482546","0.002467115077482546","69","69","69","0.00320596975687301","0.00320596975687301","0.00320596975687301","69","69","69","0.007729981712978706","0.007729981712978706","0.007729981712978706","69","69","69","0.0025679017080888866","0.0025679017080888866","0.0025679017080888866","3400","3400","3400"
"3500","0.005192009496321111","0.005192009496321111","0.005192009496321111","70","70","70","0.0027048917306641083","0.0027048917306641083","0.0027048917306641083","70","70","70","0.003999168213789266","0.003999168213789266","0.003999168213789266","70","70","70","0.008092532640563197","0.008092532640563197","0.008092532640563197","70","70","70","0.0021082168594750367","0.0021082168594750367","0.0021082168594750367","3450","3450","3450"
"3550","0.003644123363043484","0.003644123363043484","0.003644123363043484","71","71","71","0.0023104039903300002","0.0023104039903300002","0.0023104039903300002","71","71","71","0.0033354026200323244","0.0033354026200323244","0.0033354026200323244","71","71","71","0.008653989668264151","0.008653989668264151","0.008653989668264151","71","71","71","0.0025342418356206695","0.0025342418356206695","0.0025342418356206695","3500","3500","3500"
"3600","0.003949608967914002","0.003949608967914002","0.003949608967914002","72","72","72","0.0024461218798830756","0.0024461218798830756","0.0024461218798830756","72","72","72","0.0032095068423453345","0.0032095068423453345","0.0032095068423453345","72","72","72","0.0079960149299812","0.0079960149299812","0.0079960149299812","72","72","72","0.002260238861917014","0.002260238861917014","0.002260238861917014","3550","3550","3550"
"3650","0.004689034112602526","0.004689034112602526","0.004689034112602526","73","73","73","0.0024752440005031038","0.0024752440005031038","0.0024752440005031038","73","73","73","0.003434793321383517","0.003434793321383517","0.003434793321383517","73","73","73","0.008097469563834997","0.008097469563834997","0.008097469563834997","73","73","73","0.0027865945026658563","0.0027865945026658563","0.0027865945026658563","3600","3600","3600"
"3700","0.0040817324905374295","0.0040817324905374295","0.0040817324905374295","74","74","74","0.0020437726421607964","0.0020437726421607964","0.0020437726421607964","74","74","74","0.003590250985406375","0.003590250985406375","0.003590250985406375","74","74","74","0.007911442566051662","0.007911442566051662","0.007911442566051662","74","74","74","0.002450362149173111","0.002450362149173111","0.002450362149173111","3650","3650","3650"
"3750","0.004001989950596732","0.004001989950596732","0.004001989950596732","75","75","75","0.0022040662151580235","0.0022040662151580235","0.0022040662151580235","75","75","75","0.0038433182211954943","0.0038433182211954943","0.0038433182211954943","75","75","75","0.008122424157969778","0.008122424157969778","0.008122424157969778","75","75","75","0.002900175538704906","0.002900175538704906","0.002900175538704906","3700","3700","3700"
"3800","0.004742338422688405","0.004742338422688405","0.004742338422688405","76","76","76","0.0025752400183123563","0.0025752400183123563","0.0025752400183123563","76","76","76","0.0038234227770751173","0.0038234227770751173","0.0038234227770751173","76","76","76","0.008001957894931805","0.008001957894931805","0.008001957894931805","76","76","76","0.0027371730757652962","0.0027371730757652962","0.0027371730757652962","3750","3750","3750"
"3850","0.0034937807043453036","0.0034937807043453036","0.0034937807043453036","77","77","77","0.002264226158147165","0.002264226158147165","0.002264226158147165","77","77","77","0.00330601907213571","0.00330601907213571","0.00330601907213571","77","77","77","0.007865739452260264","0.007865739452260264","0.007865739452260264","77","77","77","0.0017988662552422053","0.0017988662552422053","0.0017988662552422053","3800","3800","3800"
"3900","0.003936394646282377","0.003936394646282377","0.003936394646282377","78","78","78","0.002446982291560946","0.002446982291560946","0.002446982291560946","78","78","78","0.0036098268140648043","0.0036098268140648043","0.0036098268140648043","78","78","78","0.007797576503541828","0.007797576503541828","0.007797576503541828","78","78","78","0.002273129168190926","0.002273129168190926","0.002273129168190926","3850","3850","3850"
"3950","0.0040042330651860495","0.0040042330651860495","0.0040042330651860495","79","79","79","0.002608701371878428","0.002608701371878428","0.002608701371878428","79","79","79","0.0038353451026875256","0.0038353451026875256","0.0038353451026875256","79","79","79","0.0076258726566392826","0.0076258726566392826","0.0076258726566392826","79","79","79","0.001940339940345778","0.001940339940345778","0.001940339940345778","3900","3900","3900"
"4000","0.003900240846913364","0.003900240846913364","0.003900240846913364","80","80","80","0.0018567488475130915","0.0018567488475130915","0.0018567488475130915","80","80","80","0.0037004244744268198","0.0037004244744268198","0.0037004244744268198","80","80","80","0.007128874433286628","0.007128874433286628","0.007128874433286628","80","80","80","0.0026153048032091313","0.0026153048032091313","0.0026153048032091313","3950","3950","3950"
"4050","0.00383230228570443","0.00383230228570443","0.00383230228570443","81","81","81","0.002229869478679013","0.002229869478679013","0.002229869478679013","81","81","81","0.0033447216243815275","0.0033447216243815275","0.0033447216243815275","81","81","81","0.007760507181633247","0.007760507181633247","0.007760507181633247","81","81","81","0.0025104835503411754","0.0025104835503411754","0.0025104835503411754","4000","4000","4000"
"4100","0.003426965592737935","0.003426965592737935","0.003426965592737935","82","82","82","0.0020784453537494286","0.0020784453537494286","0.0020784453537494286","82","82","82","0.003183375765355495","0.003183375765355495","0.003183375765355495","82","82","82","0.007664150447425115","0.007664150447425115","0.007664150447425115","82","82","82","0.002301012374555114","0.002301012374555114","0.002301012374555114","4050","4050","4050"
"4150","0.003953582257419322","0.003953582257419322","0.003953582257419322","83","83","83","0.0020339927177539054","0.0020339927177539054","0.0020339927177539054","83","83","83","0.0034559145022040076","0.0034559145022040076","0.0034559145022040076","83","83","83","0.008191252555345321","0.008191252555345321","0.008191252555345321","83","83","83","0.002395256652946833","0.002395256652946833","0.002395256652946833","4100","4100","4100"
"4200","0.0037709754224390228","0.0037709754224390228","0.0037709754224390228","84","84","84","0.0019484854840675684","0.0019484854840675684","0.0019484854840675684","84","84","84","0.0038752358617123164","0.0038752358617123164","0.0038752358617123164","84","84","84","0.00725213005199281","0.00725213005199281","0.00725213005199281","84","84","84","0.002493506929587668","0.002493506929587668","0.002493506929587668","4150","4150","4150"
"4250","0.0036300861409533807","0.0036300861409533807","0.0036300861409533807","85","85","85","0.0021467782330876267","0.0021467782330876267","0.0021467782330876267","85","85","85","0.0038290858950322765","0.0038290858950322765","0.0038290858950322765","85","85","85","0.008088272447951024","0.008088272447951024","0.008088272447951024","85","85","85","0.002520940479329003","0.002520940479329003","0.002520940479329003","4200","4200","4200"
"4300","0.0034392984190754223","0.0034392984190754223","0.0034392984190754223","86","86","86","0.0019723157332193963","0.0019723157332193963","0.0019723157332193963","86","86","86","0.003535083390205916","0.003535083390205916","0.003535083390205916","86","86","86","0.007861609641577135","0.007861609641577135","0.007861609641577135","86","86","86","0.0029134974264594642","0.0029134974264594642","0.0029134974264594642","4250","4250","4250"
"4350","0.00400960750142646","0.00400960750142646","0.00400960750142646","87","87","87","0.002222107954438299","0.002222107954438299","0.002222107954438299","87","87","87","0.0035789654862852832","0.0035789654862852832","0.0035789654862852832","87","87","87","0.007811338793530227","0.007811338793530227","0.007811338793530227","87","87","87","0.0022531477566417202","0.0022531477566417202","0.0022531477566417202","4300","4300","4300"
"4400","0.004029719775717956","0.004029719775717956","0.004029719775717956","88","88","88","0.0020493255502639176","0.0020493255502639176","0.0020493255502639176","88","88","88","0.0037755553285340705","0.0037755553285340705","0.0037755553285340705","88","88","88","0.007794166518395865","0.007794166518395865","0.007794166518395865","88","88","88","0.00240534271403431","0.00240534271403431","0.00240534271403431","4350","4350","4350"
"4450","0.0035097572579740255","0.0035097572579740255","0.0035097572579740255","89","89","89","0.0021213457052564593","0.0021213457052564593","0.0021213457052564593","89","89","89","0.002969896568598815","0.002969896568598815","0.002969896568598815","89","89","89","0.0075534652412626675","0.0075534652412626675","0.0075534652412626675","89","89","89","0.002079954224842534","0.002079954224842534","0.002079954224842534","4400","4400","4400"
"4500","0.0032579708648089764","0.0032579708648089764","0.0032579708648089764","90","90","90","0.0018364294932766007","0.0018364294932766007","0.0018364294932766007","90","90","90","0.002885507219362878","0.002885507219362878","0.002885507219362878","90","90","90","0.007484514589581425","0.007484514589581425","0.007484514589581425","90","90","90","0.002116211690558913","0.002116211690558913","0.002116211690558913","4450","4450","4450"
"4550","0.0034780856569629104","0.0034780856569629104","0.0034780856569629104","91","91","91","0.001745270358015564","0.001745270358015564","0.001745270358015564","91","91","91","0.0034645396183043977","0.0034645396183043977","0.0034645396183043977","91","91","91","0.0068660044915985876","0.0068660044915985876","0.0068660044915985876","91","91","91","0.0024178946791444966","0.0024178946791444966","0.0024178946791444966","4500","4500","4500"
"4600","0.003667029471931346","0.003667029471931346","0.003667029471931346","92","92","92","0.0017663713721362913","0.0017663713721362913","0.0017663713721362913","92","92","92","0.003929268245081976","0.003929268245081976","0.003929268245081976","92","92","92","0.007290358338860795","0.007290358338860795","0.007290358338860795","92","92","92","0.002173968081906994","0.002173968081906994","0.002173968081906994","4550","4550","4550"
"4650","0.003556747451116942","0.003556747451116942","0.003556747451116942","93","93","93","0.001988392312337824","0.001988392312337824","0.001988392312337824","93","93","93","0.0029334974278547267","0.0029334974278547267","0.0029334974278547267","93","93","93","0.007225545830915593","0.007225545830915593","0.007225545830915593","93","93","93","0.002187992405824937","0.002187992405824937","0.002187992405824937","4600","4600","4600"
"4700","0.0033699410170102786","0.0033699410170102786","0.0033699410170102786","94","94","94","0.0017174419137488267","0.0017174419137488267","0.0017174419137488267","94","94","94","0.003192164244545197","0.003192164244545197","0.003192164244545197","94","94","94","0.007083953822843248","0.007083953822843248","0.007083953822843248","94","94","94","0.0021501706585928607","0.0021501706585928607","0.0021501706585928607","4650","4650","4650"
"4750","0.0037959417891224737","0.0037959417891224737","0.0037959417891224737","95","95","95","0.002002952640193023","0.002002952640193023","0.002002952640193023","95","95","95","0.0036576614483088","0.0036576614483088","0.0036576614483088","95","95","95","0.006860722744483681","0.006860722744483681","0.006860722744483681","95","95","95","0.0020669636931051898","0.0020669636931051898","0.0020669636931051898","4700","4700","4700"
"4800","0.003645528176560383","0.003645528176560383","0.003645528176560383","96","96","96","0.001535786583436957","0.001535786583436957","0.001535786583436957","96","96","96","0.0028982660311048657","0.0028982660311048657","0.0028982660311048657","96","96","96","0.007115588367099965","0.007115588367099965","0.007115588367099965","96","96","96","0.0020990193013797134","0.0020990193013797134","0.0020990193013797134","4750","4750","4750"
"4850","0.0036473385163447647","0.0036473385163447647","0.0036473385163447647","97","97","97","0.001970000167043313","0.001970000167043313","0.001970000167043313","97","97","97","0.0037415112313786054","0.0037415112313786054","0.0037415112313786054","97","97","97","0.007442996291089955","0.007442996291089955","0.007442996291089955","97","97","97","0.0022845453614078405","0.0022845453614078405","0.0022845453614078405","4800","4800","4800"
"4900","0.0036197465186819555","0.0036197465186819555","0.0036197465186819555","98","98","98","0.0016239738410225401","0.0016239738410225401","0.0016239738410225401","98","98","98","0.002793846153297481","0.002793846153297481","0.002793846153297481","98","98","98","0.007259518868704307","0.007259518868704307","0.007259518868704307","98","98","98","0.002517702311212982","0.002517702311212982","0.002517702311212982","4850","4850","4850"
"4950","0.00345393916603976","0.00345393916603976","0.00345393916603976","99","99","99","0.0019779701581254337","0.0019779701581254337","0.0019779701581254337","99","99","99","0.0034992695347144643","0.0034992695347144643","0.0034992695347144643","99","99","99","0.007556502986404174","0.007556502986404174","0.007556502986404174","99","99","99","0.002321764334527293","0.002321764334527293","0.002321764334527293","4900","4900","4900"
"4955","0.005993083871674278","0.005993083871674278","0.005993083871674278","100","100","100","0.0028587250548766175","0.0028587250548766175","0.0028587250548766175","100","100","100","0.004844757629651905","0.004844757629651905","0.004844757629651905","100","100","100","0.011229967303695021","0.011229967303695021","0.011229967303695021","100","100","100","0.001810054280960219","0.001810054280960219","0.001810054280960219","4950","4950","4950"
"4960","0.007282906955789913","0.007282906955789913","0.007282906955789913","101","101","101","0.003400468022838306","0.003400468022838306","0.003400468022838306","101","101","101","0.006142571695872879","0.006142571695872879","0.006142571695872879","101","101","101","0.013282030589737854","0.013282030589737854","0.013282030589737854","101","101","101","0.0035286705116157465","0.0035286705116157465","0.0035286705116157465","4955","4955","4955"
"4965","0.008273507694279167","0.008273507694279167","0.008273507694279167","102","102","102","0.004192431359669157","0.004192431359669157","0.004192431359669157","102","102","102","0.007277703223196454","0.007277703223196454","0.007277703223196454","102","102","102","0.015228734775212843","0.015228734775212843","0.015228734775212843","102","102","102","0.004622208566863661","0.004622208566863661","0.004622208566863661","4960","4960","4960"
"4970","0.00919024627898216","0.00919024627898216","0.00919024627898216","103","103","103","0.0041216090570044975","0.0041216090570044975","0.0041216090570044975","103","103","103","0.007837874908123814","0.007837874908123814","0.007837874908123814","103","103","103","0.016195282270884976","0.016195282270884976","0.016195282270884976","103","103","103","0.004905450909084466","0.004905450909084466","0.004905450909084466","4965","4965","4965"
"4975","0.008989294487907877","0.008989294487907877","0.008989294487907877","104","104","104","0.004251124143894764","0.004251124143894764","0.004251124143894764","104","104","104","0.007563986710819748","0.007563986710819748","0.007563986710819748","104","104","104","0.016638164703387023","0.016638164703387023","0.016638164703387023","104","104","104","0.004827208423946355","0.004827208423946355","0.004827208423946355","4970","4970","4970"
"4980","0.00857306554007137","0.00857306554007137","0.00857306554007137","105","105","105","0.0041852459649226416","0.0041852459649226416","0.0041852459649226416","105","105","105","0.007829001089959832","0.007829001089959832","0.007829001089959832","105","105","105","0.01681326548805013","0.01681326548805013","0.01681326548805013","105","105","105","0.005258115471366263","0.005258115471366263","0.005258115471366263","4975","4975","4975"
"4985","0.00940442644505093","0.00940442644505093","0.00940442644505093","106","106","106","0.004331307898720661","0.004331307898720661","0.004331307898720661","106","106","106","0.008497805694910392","0.008497805694910392","0.008497805694910392","106","106","106","0.016947537260231106","0.016947537260231106","0.016947537260231106","106","106","106","0.005059365121563643","0.005059365121563643","0.005059365121563643","4980","4980","4980"
"4990","0.008989841981385098","0.008989841981385098","0.008989841981385098","107","107","107","0.0041913888862443","0.0041913888862443","0.0041913888862443","107","107","107","0.008117552491316064","0.008117552491316064","0.008117552491316064","107","107","107","0.017329009634771735","0.017329009634771735","0.017329009634771735","107","107","107","0.005391521325758059","0.005391521325758059","0.005391521325758059","4985","4985","4985"
"4995","0.008537961132491848","0.008537961132491848","0.008537961132491848","108","108","108","0.004373310565283433","0.004373310565283433","0.004373310565283433","108","108","108","0.007925263076213652","0.007925263076213652","0.007925263076213652","108","108","108","0.017612218667064826","0.017612218667064826","0.017612218667064826","108","108","108","0.005821604240685584","0.005821604240685584","0.005821604240685584","4990","4990","4990"
"5000","0.023288616746207268","0.023288616746207268","0.023288616746207268","109","109","109","0.006744065655866353","0.006744065655866353","0.006744065655866353","109","109","109","0.008954658117815869","0.008954658117815869","0.008954658117815869","109","109","109","0.02376076979370246","0.02376076979370246","0.02376076979370246","109","109","109","0.005454089576395569","0.005454089576395569","0.005454089576395569","4995","4995","4995"
"5005","0.0301786556813532","0.0301786556813532","0.0301786556813532","110","110","110","0.008671235330723254","0.008671235330723254","0.008671235330723254","110","110","110","0.009456785396286999","0.009456785396286999","0.009456785396286999","110","110","110","0.025143348418741635","0.025143348418741635","0.025143348418741635","110","110","110","0.006033464327747883","0.006033464327747883","0.006033464327747883","5000","5000","5000"
"5010","0.03223524264234814","0.03223524264234814","0.03223524264234814","111","111","111","0.010188504467851247","0.010188504467851247","0.010188504467851247","111","111","111","0.008518681369615616","0.008518681369615616","0.008518681369615616","111","111","111","0.025716388025681117","0.025716388025681117","0.025716388025681117","111","111","111","0.007127242603462239","0.007127242603462239","0.007127242603462239","5005","5005","5005"
"5015","0.028879939948805916","0.028879939948805916","0.028879939948805916","112","112","112","0.010642862042808982","0.010642862042808982","0.010642862042808982","112","112","112","0.009100524151701386","0.009100524151701386","0.009100524151701386","112","112","112","0.027780680610292534","0.027780680610292534","0.027780680610292534","112","112","112","0.006216827016509835","0.006216827016509835","0.006216827016509835","5010","5010","5010"
"5020","0.02532763983897235","0.02532763983897235","0.02532763983897235","113","113","113","0.01109437063953055","0.01109437063953055","0.01109437063953055","113","113","113","0.00918793976097301","0.00918793976097301","0.00918793976097301","113","113","113","0.029049261996632554","0.029049261996632554","0.029049261996632554","113","113","113","0.006124943231452396","0.006124943231452396","0.006124943231452396","5015","5015","5015"
"5025","0.02188462463826126","0.02188462463826126","0.02188462463826126","114","114","114","0.010682869592953826","0.010682869592953826","0.010682869592953826","114","114","114","0.008572534145339369","0.008572534145339369","0.008572534145339369","114","114","114","0.028938721726979255","0.028938721726979255","0.028938721726979255","114","114","114","0.005351684280625335","0.005351684280625335","0.005351684280625335","5020","5020","5020"
"5030","0.02107366754881975","0.02107366754881975","0.02107366754881975","115","115","115","0.010454131016558807","0.010454131016558807","0.010454131016558807","115","115","115","0.007910144685354514","0.007910144685354514","0.007910144685354514","115","115","115","0.0272541452041517","0.0272541452041517","0.0272541452041517","115","115","115","0.0049140204419465955","0.0049140204419465955","0.0049140204419465955","5025","5025","5025"
"5035","0.02137947093635332","0.02137947093635332","0.02137947093635332","116","116","116","0.009855775642253753","0.009855775642253753","0.009855775642253753","116","116","116","0.00790983584687837","0.00790983584687837","0.00790983584687837","116","116","116","0.02481381382108206","0.02481381382108206","0.02481381382108206","116","116","116","0.004775996088538183","0.004775996088538183","0.004775996088538183","5030","5030","5030"
"5040","0.021098326897395717","0.021098326897395717","0.021098326897395717","117","117","117","0.009926782900049242","0.009926782900049242","0.009926782900049242","117","117","117","0.007684037420649239","0.007684037420649239","0.007684037420649239","117","117","117","0.0223601074041983","0.0223601074041983","0.0223601074041983","117","117","117","0.004680564203213268","0.004680564203213268","0.004680564203213268","5035","5035","5035"
"5045","0.020861977879028958","0.020861977879028958","0.020861977879028958","118","118","118","0.00938076868627595","0.00938076868627595","0.00938076868627595","118","118","118","0.007968945167340608","0.007968945167340608","0.007968945167340608","118","118","118","0.020607420878253038","0.020607420878253038","0.020607420878253038","118","118","118","0.004655764953319286","0.004655764953319286","0.004655764953319286","5040","5040","5040"
"5050","0.01967731128591411","0.01967731128591411","0.01967731128591411","119","119","119","0.009439255024902744","0.009439255024902744","0.009439255024902744","119","119","119","0.007684267557571537","0.007684267557571537","0.007684267557571537","119","119","119","0.01989055198298507","0.01989055198298507","0.01989055198298507","119","119","119","0.004587831711587951","0.004587831711587951","0.004587831711587951","5045","5045","5045"
"5055","0.018828736840142916","0.018828736840142916","0.018828736840142916","120","120","120","0.00896792125304461","0.00896792125304461","0.00896792125304461","120","120","120","0.0071415270063335794","0.0071415270063335794","0.0071415270063335794","120","120","120","0.02014509965655224","0.02014509965655224","0.02014509965655224","120","120","120","0.004326853079859576","0.004326853079859576","0.004326853079859576","5050","5050","5050"
"5060","0.018928548833098184","0.018928548833098184","0.018928548833098184","121","121","121","0.00888598167965449","0.00888598167965449","0.00888598167965449","121","121","121","0.006851938156942736","0.006851938156942736","0.006851938156942736","121","121","121","0.020239030831585146","0.020239030831585146","0.020239030831585146","121","121","121","0.0042114934344175","0.0042114934344175","0.0042114934344175","5055","5055","5055"
"5065","0.019185769490773302","0.019185769490773302","0.019185769490773302","122","122","122","0.008252884090752206","0.008252884090752206","0.008252884090752206","122","122","122","0.0066543834779023816","0.0066543834779023816","0.0066543834779023816","122","122","122","0.020406018404150232","0.020406018404150232","0.020406018404150232","122","122","122","0.004157843186106091","0.004157843186106091","0.004157843186106091","5060","5060","5060"
"5070","0.018632170484749487","0.018632170484749487","0.018632170484749487","123","123","123","0.008067009077119203","0.008067009077119203","0.008067009077119203","123","123","123","0.006989635254621025","0.006989635254621025","0.006989635254621025","123","123","123","0.01999429910317819","0.01999429910317819","0.01999429910317819","123","123","123","0.0044307222172895195","0.0044307222172895195","0.0044307222172895195","5065","5065","5065"
"5075","0.018580381976965873","0.018580381976965873","0.018580381976965873","124","124","124","0.007215653637123622","0.007215653637123622","0.007215653637123622","124","124","124","0.006480413366647064","0.006480413366647064","0.006480413366647064","124","124","124","0.019748904958129698","0.019748904958129698","0.019748904958129698","124","124","124","0.004424549440802661","0.004424549440802661","0.004424549440802661","5070","5070","5070"
"5080","0.019305689045859255","0.019305689045859255","0.019305689045859255","125","125","125","0.007244886052503717","0.007244886052503717","0.007244886052503717","125","125","125","0.0066350729903079456","0.0066350729903079456","0.0066350729903079456","125","125","125","0.020019860423256645","0.020019860423256645","0.020019860423256645","125","125","125","0.004409937689037551","0.004409937689037551","0.004409937689037551","5075","5075","5075"
"5085","0.01804702111867909","0.01804702111867909","0.01804702111867909","126","126","126","0.006523187183194164","0.006523187183194164","0.006523187183194164","126","126","126","0.006510247667669982","0.006510247667669982","0.006510247667669982","126","126","126","0.02023136743613886","0.02023136743613886","0.02023136743613886","126","126","126","0.0042614594970980454","0.0042614594970980454","0.0042614594970980454","5080","5080","5080"
"5090","0.01793166003448699","0.01793166003448699","0.01793166003448699","127","127","127","0.006336066239369266","0.006336066239369266","0.006336066239369266","127","127","127","0.006576032126808823","0.006576032126808823","0.006576032126808823","127","127","127","0.020638906182758647","0.020638906182758647","0.020638906182758647","127","127","127","0.004390100109977899","0.004390100109977899","0.004390100109977899","5085","5085","5085"
"5095","0.01827942880343819","0.01827942880343819","0.01827942880343819","128","128","128","0.005907000709293288","0.005907000709293288","0.005907000709293288","128","128","128","0.006360903849607442","0.006360903849607442","0.006360903849607442","128","128","128","0.021137837985661823","0.021137837985661823","0.021137837985661823","128","128","128","0.004471278281408063","0.004471278281408063","0.004471278281408063","5090","5090","5090"
"5100","0.01675446711717042","0.01675446711717042","0.01675446711717042","129","129","129","0.004764302227032079","0.004764302227032079","0.004764302227032079","129","129","129","0.007858861703991773","0.007858861703991773","0.007858861703991773","129","129","129","0.01953872418579937","0.01953872418579937","0.01953872418579937","129","129","129","0.004079844618945635","0.004079844618945635","0.004079844618945635","5095","5095","5095"
"5105","0.015378035991469597","0.015378035991469597","0.015378035991469597","130","130","130","0.003964775699514003","0.003964775699514003","0.003964775699514003","130","130","130","0.008439083048816718","0.008439083048816718","0.008439083048816718","130","130","130","0.01965473641762178","0.01965473641762178","0.01965473641762178","130","130","130","0.00606273657320579","0.00606273657320579","0.00606273657320579","5100","5100","5100"
"5110","0.015906634875260395","0.015906634875260395","0.015906634875260395","131","131","131","0.0033515386666967675","0.0033515386666967675","0.0033515386666967675","131","131","131","0.009349889844121162","0.009349889844121162","0.009349889844121162","131","131","131","0.017356883742478898","0.017356883742478898","0.017356883742478898","131","131","131","0.0056729878452018365","0.0056729878452018365","0.0056729878452018365","5105","5105","5105"
"5115","0.015090474773880758","0.015090474773880758","0.015090474773880758","132","132","132","0.003116623618684369","0.003116623618684369","0.003116623618684369","132","132","132","0.009980493856324947","0.009980493856324947","0.009980493856324947","132","132","132","0.01587658498712006","0.01587658498712006","0.01587658498712006","132","132","132","0.005874971016880866","0.005874971016880866","0.005874971016880866","5110","5110","5110"
"5120","0.014141969764947502","0.014141969764947502","0.014141969764947502","133","133","133","0.0028619481681020353","0.0028619481681020353","0.0028619481681020353","133","133","133","0.011118375642180121","0.011118375642180121","0.011118375642180121","133","133","133","0.015331246763165503","0.015331246763165503","0.015331246763165503","133","133","133","0.005794817773102225","0.005794817773102225","0.005794817773102225","5115","5115","5115"
"5125","0.012751004627047065","0.012751004627047065","0.012751004627047065","134","134","134","0.0030745279975732173","0.0030745279975732173","0.0030745279975732173","134","134","134","0.011293856767539898","0.011293856767539898","0.011293856767539898","134","134","134","0.015314809039227387","0.015314809039227387","0.015314809039227387","134","134","134","0.006592035469533245","0.006592035469533245","0.006592035469533245","5120","5120","5120"
"5130","0.011527514868042777","0.011527514868042777","0.011527514868042777","135","135","135","0.002782140345488203","0.002782140345488203","0.002782140345488203","135","135","135","0.011138914275921157","0.011138914275921157","0.011138914275921157","135","135","135","0.015537089406755923","0.015537089406755923","0.015537089406755923","135","135","135","0.006827077606805485","0.006827077606805485","0.006827077606805485","5125","5125","5125"
"5135","0.010248609415838052","0.010248609415838052","0.010248609415838052","136","136","136","0.00281800482630852","0.00281800482630852","0.00281800482630852","136","136","136","0.01039322628990649","0.01039322628990649","0.01039322628990649","136","136","136","0.015284827712454402","0.015284827712454402","0.015284827712454402","136","136","136","0.006598942981888314","0.006598942981888314","0.006598942981888314","5130","5130","5130"
"5140","0.010331494800352675","0.010331494800352675","0.010331494800352675","137","137","137","0.003031630940406652","0.003031630940406652","0.003031630940406652","137","137","137","0.010854241865857529","0.010854241865857529","0.010854241865857529","137","137","137","0.016089641623598366","0.016089641623598366","0.016089641623598366","137","137","137","0.00689496114709842","0.00689496114709842","0.00689496114709842","5135","5135","5135"
