"iter","env2_lion_1500-1800 - EMA/CV","env2_lion_1500-1800 - EMA/CV__MIN","env2_lion_1500-1800 - EMA/CV__MAX","env2_lion_1500-1800 - _step","env2_lion_1500-1800 - _step__MIN","env2_lion_1500-1800 - _step__MAX","env2_muon_1500-1800 - EMA/CV","env2_muon_1500-1800 - EMA/CV__MIN","env2_muon_1500-1800 - EMA/CV__MAX","env2_muon_1500-1800 - _step","env2_muon_1500-1800 - _step__MIN","env2_muon_1500-1800 - _step__MAX","env2_adamw_shock_1500-1800 - EMA/CV","env2_adamw_shock_1500-1800 - EMA/CV__MIN","env2_adamw_shock_1500-1800 - EMA/CV__MAX","env2_adamw_shock_1500-1800 - _step","env2_adamw_shock_1500-1800 - _step__MIN","env2_adamw_shock_1500-1800 - _step__MAX"
"1885","0.20765328146396136","0.20765328146396136","0.20765328146396136","116","116","116","0.3068985852798191","0.3068985852798191","0.3068985852798191","116","116","116","0.4128459973553278","0.4128459973553278","0.4128459973553278","116","116","116"
"1890","0.21241795835623511","0.21241795835623511","0.21241795835623511","117","117","117","0.3024544952831353","0.3024544952831353","0.3024544952831353","117","117","117","0.41895432628227824","0.41895432628227824","0.41895432628227824","117","117","117"
"1895","0.21659207979302622","0.21659207979302622","0.21659207979302622","118","118","118","0.31972489429987166","0.31972489429987166","0.31972489429987166","118","118","118","0.41650805344715464","0.41650805344715464","0.41650805344715464","118","118","118"
"1900","0.21788359453335743","0.21788359453335743","0.21788359453335743","119","119","119","0.3172370736616974","0.3172370736616974","0.3172370736616974","119","119","119","0.416733358879845","0.416733358879845","0.416733358879845","119","119","119"
"1905","0.21751189974203688","0.21751189974203688","0.21751189974203688","120","120","120","0.310428525821731","0.310428525821731","0.310428525821731","120","120","120","0.4141165199761799","0.4141165199761799","0.4141165199761799","120","120","120"
"1910","0.2127902487841904","0.2127902487841904","0.2127902487841904","121","121","121","0.3194720068950512","0.3194720068950512","0.3194720068950512","121","121","121","0.4131265920645881","0.4131265920645881","0.4131265920645881","121","121","121"
"1915","0.20353299648647347","0.20353299648647347","0.20353299648647347","122","122","122","0.31310022383522396","0.31310022383522396","0.31310022383522396","122","122","122","0.41681546852393603","0.41681546852393603","0.41681546852393603","122","122","122"
"1920","0.2042485529225358","0.2042485529225358","0.2042485529225358","123","123","123","0.3144187292573714","0.3144187292573714","0.3144187292573714","123","123","123","0.42083276852381235","0.42083276852381235","0.42083276852381235","123","123","123"
"1925","0.202814498614653","0.202814498614653","0.202814498614653","124","124","124","0.30932787136698636","0.30932787136698636","0.30932787136698636","124","124","124","0.41671745695670287","0.41671745695670287","0.41671745695670287","124","124","124"
"1930","0.2063939902087168","0.2063939902087168","0.2063939902087168","125","125","125","0.3175297852263028","0.3175297852263028","0.3175297852263028","125","125","125","0.4146051461271617","0.4146051461271617","0.4146051461271617","125","125","125"
"1935","0.20949771405211984","0.20949771405211984","0.20949771405211984","126","126","126","0.3163222933111834","0.3163222933111834","0.3163222933111834","126","126","126","0.41538423594290236","0.41538423594290236","0.41538423594290236","126","126","126"
"1940","0.21039194529039748","0.21039194529039748","0.21039194529039748","127","127","127","0.3169858433854056","0.3169858433854056","0.3169858433854056","127","127","127","0.42149158516410257","0.42149158516410257","0.42149158516410257","127","127","127"
"1945","0.21558876563710738","0.21558876563710738","0.21558876563710738","128","128","128","0.3216523337232683","0.3216523337232683","0.3216523337232683","128","128","128","0.4145178148474156","0.4145178148474156","0.4145178148474156","128","128","128"
"1950","0.21279550994747026","0.21279550994747026","0.21279550994747026","129","129","129","0.31328126703994946","0.31328126703994946","0.31328126703994946","129","129","129","0.41990744713509354","0.41990744713509354","0.41990744713509354","129","129","129"
"1955","0.21147265618168673","0.21147265618168673","0.21147265618168673","130","130","130","0.3157626923527718","0.3157626923527718","0.3157626923527718","130","130","130","0.41994396118649113","0.41994396118649113","0.41994396118649113","130","130","130"
"1960","0.20757020018398264","0.20757020018398264","0.20757020018398264","131","131","131","0.3129659526736253","0.3129659526736253","0.3129659526736253","131","131","131","0.42226794922009275","0.42226794922009275","0.42226794922009275","131","131","131"
"1965","0.21243494641896724","0.21243494641896724","0.21243494641896724","132","132","132","0.3174276178785945","0.3174276178785945","0.3174276178785945","132","132","132","0.42168968976450705","0.42168968976450705","0.42168968976450705","132","132","132"
"1970","0.2111069900675213","0.2111069900675213","0.2111069900675213","133","133","133","0.3053175231883706","0.3053175231883706","0.3053175231883706","133","133","133","0.4207919646274882","0.4207919646274882","0.4207919646274882","133","133","133"
"1975","0.21210754088439887","0.21210754088439887","0.21210754088439887","134","134","134","0.3188621778154865","0.3188621778154865","0.3188621778154865","134","134","134","0.4137720331784865","0.4137720331784865","0.4137720331784865","134","134","134"
"1980","0.2068756007538979","0.2068756007538979","0.2068756007538979","135","135","135","0.31050665588793114","0.31050665588793114","0.31050665588793114","135","135","135","0.4172636005877125","0.4172636005877125","0.4172636005877125","135","135","135"
"1985","0.2038455260990599","0.2038455260990599","0.2038455260990599","136","136","136","0.30275641753460664","0.30275641753460664","0.30275641753460664","136","136","136","0.41968566570378124","0.41968566570378124","0.41968566570378124","136","136","136"
"1990","0.20183727112906236","0.20183727112906236","0.20183727112906236","137","137","137","0.3104050916625849","0.3104050916625849","0.3104050916625849","137","137","137","0.41547643774781634","0.41547643774781634","0.41547643774781634","137","137","137"
"1995","0.20392247060410518","0.20392247060410518","0.20392247060410518","138","138","138","0.30864017101007823","0.30864017101007823","0.30864017101007823","138","138","138","0.41786883167406663","0.41786883167406663","0.41786883167406663","138","138","138"
"2000","0.20522358936839524","0.20522358936839524","0.20522358936839524","139","139","139","0.30879474627221737","0.30879474627221737","0.30879474627221737","139","139","139","0.41487966427023926","0.41487966427023926","0.41487966427023926","139","139","139"
"2050","0.20664893456253983","0.20664893456253983","0.20664893456253983","140","140","140","0.30438623411011734","0.30438623411011734","0.30438623411011734","140","140","140","0.4235047912049859","0.4235047912049859","0.4235047912049859","140","140","140"
"2100","0.20763116150083202","0.20763116150083202","0.20763116150083202","141","141","141","0.3132068853004794","0.3132068853004794","0.3132068853004794","141","141","141","0.41156389354004563","0.41156389354004563","0.41156389354004563","141","141","141"
"2150","0.1921219849075161","0.1921219849075161","0.1921219849075161","142","142","142","0.2929891994809898","0.2929891994809898","0.2929891994809898","142","142","142","0.4107789754614877","0.4107789754614877","0.4107789754614877","142","142","142"
"2200","0.20776213285360257","0.20776213285360257","0.20776213285360257","143","143","143","0.3181402653893846","0.3181402653893846","0.3181402653893846","143","143","143","0.40324935417270247","0.40324935417270247","0.40324935417270247","143","143","143"
"2250","0.21424829578526922","0.21424829578526922","0.21424829578526922","144","144","144","0.31349917875150457","0.31349917875150457","0.31349917875150457","144","144","144","0.40056554665729943","0.40056554665729943","0.40056554665729943","144","144","144"
"2300","0.20098051887830257","0.20098051887830257","0.20098051887830257","145","145","145","0.30158885897897475","0.30158885897897475","0.30158885897897475","145","145","145","0.3945693640668675","0.3945693640668675","0.3945693640668675","145","145","145"
"2350","0.20104838664230737","0.20104838664230737","0.20104838664230737","146","146","146","0.29572027737057055","0.29572027737057055","0.29572027737057055","146","146","146","0.38983548379523447","0.38983548379523447","0.38983548379523447","146","146","146"
"2400","0.19582553532708957","0.19582553532708957","0.19582553532708957","147","147","147","0.3001076637944881","0.3001076637944881","0.3001076637944881","147","147","147","0.40685833312676906","0.40685833312676906","0.40685833312676906","147","147","147"
"2450","0.19112699332255345","0.19112699332255345","0.19112699332255345","148","148","148","0.2968175513021426","0.2968175513021426","0.2968175513021426","148","148","148","0.3837933961829121","0.3837933961829121","0.3837933961829121","148","148","148"
"2500","0.19351847745323558","0.19351847745323558","0.19351847745323558","149","149","149","0.28836667232219243","0.28836667232219243","0.28836667232219243","149","149","149","0.39226439828268034","0.39226439828268034","0.39226439828268034","149","149","149"
"2550","0.17993163259463718","0.17993163259463718","0.17993163259463718","150","150","150","0.28031352935091314","0.28031352935091314","0.28031352935091314","150","150","150","0.3804373188310624","0.3804373188310624","0.3804373188310624","150","150","150"
"2600","0.2007149290898546","0.2007149290898546","0.2007149290898546","151","151","151","0.29225940544311885","0.29225940544311885","0.29225940544311885","151","151","151","0.3752288160987495","0.3752288160987495","0.3752288160987495","151","151","151"
"2650","0.19892246690492624","0.19892246690492624","0.19892246690492624","152","152","152","0.29448246820550367","0.29448246820550367","0.29448246820550367","152","152","152","0.3715288990372194","0.3715288990372194","0.3715288990372194","152","152","152"
"2700","0.18437867688924117","0.18437867688924117","0.18437867688924117","153","153","153","0.2707639646086396","0.2707639646086396","0.2707639646086396","153","153","153","0.38196074426206644","0.38196074426206644","0.38196074426206644","153","153","153"
"2750","0.18945730792476057","0.18945730792476057","0.18945730792476057","154","154","154","0.27841552571385736","0.27841552571385736","0.27841552571385736","154","154","154","0.3692778508889013","0.3692778508889013","0.3692778508889013","154","154","154"
"2800","0.19080200632472832","0.19080200632472832","0.19080200632472832","155","155","155","0.2688636062467663","0.2688636062467663","0.2688636062467663","155","155","155","0.34812532743592156","0.34812532743592156","0.34812532743592156","155","155","155"
"2850","0.2020280894259903","0.2020280894259903","0.2020280894259903","156","156","156","0.28756673111325487","0.28756673111325487","0.28756673111325487","156","156","156","0.35551291698571424","0.35551291698571424","0.35551291698571424","156","156","156"
"2900","0.2026542046980722","0.2026542046980722","0.2026542046980722","157","157","157","0.3051668760251675","0.3051668760251675","0.3051668760251675","157","157","157","0.33799901957759043","0.33799901957759043","0.33799901957759043","157","157","157"
"2950","0.19798555286718786","0.19798555286718786","0.19798555286718786","158","158","158","0.30229455934133487","0.30229455934133487","0.30229455934133487","158","158","158","0.3450463793180788","0.3450463793180788","0.3450463793180788","158","158","158"
"3000","0.19182770904006666","0.19182770904006666","0.19182770904006666","159","159","159","0.28164882640939626","0.28164882640939626","0.28164882640939626","159","159","159","0.34281254557310775","0.34281254557310775","0.34281254557310775","159","159","159"
