"iter","env2_sgd_2500-3000 - train/aux_loss","env2_sgd_2500-3000 - train/aux_loss__MIN","env2_sgd_2500-3000 - train/aux_loss__MAX","env2_sgd_2500-3000 - _step","env2_sgd_2500-3000 - _step__MIN","env2_sgd_2500-3000 - _step__MAX","env2_lion_shock_2500-3000 - train/aux_loss","env2_lion_shock_2500-3000 - train/aux_loss__MIN","env2_lion_shock_2500-3000 - train/aux_loss__MAX","env2_lion_shock_2500-3000 - _step","env2_lion_shock_2500-3000 - _step__MIN","env2_lion_shock_2500-3000 - _step__MAX","env2_muon_shock_2500-3000 - train/aux_loss","env2_muon_shock_2500-3000 - train/aux_loss__MIN","env2_muon_shock_2500-3000 - train/aux_loss__MAX","env2_muon_shock_2500-3000 - _step","env2_muon_shock_2500-3000 - _step__MIN","env2_muon_shock_2500-3000 - _step__MAX","env2_adamw_shock_2500-3000 - train/aux_loss","env2_adamw_shock_2500-3000 - train/aux_loss__MIN","env2_adamw_shock_2500-3000 - train/aux_loss__MAX","env2_adamw_shock_2500-3000 - _step","env2_adamw_shock_2500-3000 - _step__MIN","env2_adamw_shock_2500-3000 - _step__MAX"
"2640","13.801199913024902","13.801199913024902","13.801199913024902","87","87","87","12.552659273147583","12.552659273147583","12.552659273147583","87","87","87","12.719977855682373","12.719977855682373","12.719977855682373","87","87","87","12.75175952911377","12.75175952911377","12.75175952911377","87","87","87"
"2645","13.837509632110596","13.837509632110596","13.837509632110596","88","88","88","12.576517105102539","12.576517105102539","12.576517105102539","88","88","88","12.740079402923584","12.740079402923584","12.740079402923584","88","88","88","12.607369422912598","12.607369422912598","12.607369422912598","88","88","88"
"2650","13.906583547592163","13.906583547592163","13.906583547592163","89","89","89","12.440037727355957","12.440037727355957","12.440037727355957","89","89","89","12.560345888137817","12.560345888137817","12.560345888137817","89","89","89","12.582245349884033","12.582245349884033","12.582245349884033","89","89","89"
"2655","13.666298389434814","13.666298389434814","13.666298389434814","90","90","90","12.465198755264282","12.465198755264282","12.465198755264282","90","90","90","12.593199491500854","12.593199491500854","12.593199491500854","90","90","90","12.419517278671265","12.419517278671265","12.419517278671265","90","90","90"
"2660","13.99917459487915","13.99917459487915","13.99917459487915","91","91","91","12.643182277679443","12.643182277679443","12.643182277679443","91","91","91","12.639727115631104","12.639727115631104","12.639727115631104","91","91","91","12.580405473709106","12.580405473709106","12.580405473709106","91","91","91"
"2665","13.915697574615479","13.915697574615479","13.915697574615479","92","92","92","12.482532739639282","12.482532739639282","12.482532739639282","92","92","92","12.501027345657349","12.501027345657349","12.501027345657349","92","92","92","12.586259365081787","12.586259365081787","12.586259365081787","92","92","92"
"2670","13.580243587493896","13.580243587493896","13.580243587493896","93","93","93","12.422614812850952","12.422614812850952","12.422614812850952","93","93","93","12.4510977268219","12.4510977268219","12.4510977268219","93","93","93","12.449350357055664","12.449350357055664","12.449350357055664","93","93","93"
"2675","13.510301351547241","13.510301351547241","13.510301351547241","94","94","94","12.536301374435425","12.536301374435425","12.536301374435425","94","94","94","12.450474977493286","12.450474977493286","12.450474977493286","94","94","94","12.934739351272583","12.934739351272583","12.934739351272583","94","94","94"
"2680","13.840068340301514","13.840068340301514","13.840068340301514","95","95","95","12.455899238586426","12.455899238586426","12.455899238586426","95","95","95","12.498777151107788","12.498777151107788","12.498777151107788","95","95","95","12.92312479019165","12.92312479019165","12.92312479019165","95","95","95"
"2685","13.857836484909058","13.857836484909058","13.857836484909058","96","96","96","12.38175344467163","12.38175344467163","12.38175344467163","96","96","96","12.41921591758728","12.41921591758728","12.41921591758728","96","96","96","12.696719646453857","12.696719646453857","12.696719646453857","96","96","96"
"2690","13.555647373199463","13.555647373199463","13.555647373199463","97","97","97","12.404095888137817","12.404095888137817","12.404095888137817","97","97","97","12.54475474357605","12.54475474357605","12.54475474357605","97","97","97","12.701280117034912","12.701280117034912","12.701280117034912","97","97","97"
"2695","13.609808683395386","13.609808683395386","13.609808683395386","98","98","98","12.402582883834839","12.402582883834839","12.402582883834839","98","98","98","12.379353046417236","12.379353046417236","12.379353046417236","98","98","98","12.550266981124878","12.550266981124878","12.550266981124878","98","98","98"
"2700","13.570172309875488","13.570172309875488","13.570172309875488","99","99","99","12.364234447479248","12.364234447479248","12.364234447479248","99","99","99","12.409388780593872","12.409388780593872","12.409388780593872","99","99","99","12.620805740356445","12.620805740356445","12.620805740356445","99","99","99"
"2705","13.653102397918701","13.653102397918701","13.653102397918701","100","100","100","12.34438180923462","12.34438180923462","12.34438180923462","100","100","100","12.392248392105103","12.392248392105103","12.392248392105103","100","100","100","12.453802585601807","12.453802585601807","12.453802585601807","100","100","100"
"2710","13.605447053909302","13.605447053909302","13.605447053909302","101","101","101","12.370284795761108","12.370284795761108","12.370284795761108","101","101","101","12.332821369171143","12.332821369171143","12.332821369171143","101","101","101","12.46225380897522","12.46225380897522","12.46225380897522","101","101","101"
"2715","13.37053656578064","13.37053656578064","13.37053656578064","102","102","102","12.307796478271484","12.307796478271484","12.307796478271484","102","102","102","12.32584261894226","12.32584261894226","12.32584261894226","102","102","102","12.378447532653809","12.378447532653809","12.378447532653809","102","102","102"
"2720","13.741708517074585","13.741708517074585","13.741708517074585","103","103","103","12.427726030349731","12.427726030349731","12.427726030349731","103","103","103","12.515784502029419","12.515784502029419","12.515784502029419","103","103","103","12.478238821029663","12.478238821029663","12.478238821029663","103","103","103"
"2725","13.694787502288818","13.694787502288818","13.694787502288818","104","104","104","12.330385684967041","12.330385684967041","12.330385684967041","104","104","104","12.303077697753906","12.303077697753906","12.303077697753906","104","104","104","12.416694402694702","12.416694402694702","12.416694402694702","104","104","104"
"2730","13.930887937545776","13.930887937545776","13.930887937545776","105","105","105","12.509199380874634","12.509199380874634","12.509199380874634","105","105","105","12.39848256111145","12.39848256111145","12.39848256111145","105","105","105","12.502347946166992","12.502347946166992","12.502347946166992","105","105","105"
"2735","13.799606800079346","13.799606800079346","13.799606800079346","106","106","106","12.284542560577393","12.284542560577393","12.284542560577393","106","106","106","12.282320976257324","12.282320976257324","12.282320976257324","106","106","106","12.3456871509552","12.3456871509552","12.3456871509552","106","106","106"
"2740","13.746831893920898","13.746831893920898","13.746831893920898","107","107","107","12.327805042266846","12.327805042266846","12.327805042266846","107","107","107","12.344768047332764","12.344768047332764","12.344768047332764","107","107","107","12.583569049835205","12.583569049835205","12.583569049835205","107","107","107"
"2745","13.698627471923828","13.698627471923828","13.698627471923828","108","108","108","12.301924467086792","12.301924467086792","12.301924467086792","108","108","108","12.29257607460022","12.29257607460022","12.29257607460022","108","108","108","12.70557951927185","12.70557951927185","12.70557951927185","108","108","108"
"2750","13.61251163482666","13.61251163482666","13.61251163482666","109","109","109","12.349925518035889","12.349925518035889","12.349925518035889","109","109","109","12.312920570373535","12.312920570373535","12.312920570373535","109","109","109","12.70056939125061","12.70056939125061","12.70056939125061","109","109","109"
"2755","13.513540983200073","13.513540983200073","13.513540983200073","110","110","110","12.249075412750244","12.249075412750244","12.249075412750244","110","110","110","12.2879958152771","12.2879958152771","12.2879958152771","110","110","110","12.549427270889282","12.549427270889282","12.549427270889282","110","110","110"
"2760","13.65322494506836","13.65322494506836","13.65322494506836","111","111","111","12.376283884048462","12.376283884048462","12.376283884048462","111","111","111","12.35269021987915","12.35269021987915","12.35269021987915","111","111","111","12.589569568634033","12.589569568634033","12.589569568634033","111","111","111"
"2765","13.532552719116211","13.532552719116211","13.532552719116211","112","112","112","12.279981851577759","12.279981851577759","12.279981851577759","112","112","112","12.250808477401733","12.250808477401733","12.250808477401733","112","112","112","12.500443935394287","12.500443935394287","12.500443935394287","112","112","112"
"2770","13.701658010482788","13.701658010482788","13.701658010482788","113","113","113","12.341670513153076","12.341670513153076","12.341670513153076","113","113","113","12.356241703033447","12.356241703033447","12.356241703033447","113","113","113","12.420830488204956","12.420830488204956","12.420830488204956","113","113","113"
"2775","13.617431640625","13.617431640625","13.617431640625","114","114","114","12.309503078460693","12.309503078460693","12.309503078460693","114","114","114","12.371984481811523","12.371984481811523","12.371984481811523","114","114","114","12.402967929840088","12.402967929840088","12.402967929840088","114","114","114"
"2780","13.635898351669312","13.635898351669312","13.635898351669312","115","115","115","12.259061574935913","12.259061574935913","12.259061574935913","115","115","115","12.358311414718628","12.358311414718628","12.358311414718628","115","115","115","12.335359334945679","12.335359334945679","12.335359334945679","115","115","115"
"2785","13.585389614105225","13.585389614105225","13.585389614105225","116","116","116","12.366548776626587","12.366548776626587","12.366548776626587","116","116","116","12.386749982833862","12.386749982833862","12.386749982833862","116","116","116","12.418168544769287","12.418168544769287","12.418168544769287","116","116","116"
"2790","13.560759544372559","13.560759544372559","13.560759544372559","117","117","117","12.283717155456543","12.283717155456543","12.283717155456543","117","117","117","12.31419825553894","12.31419825553894","12.31419825553894","117","117","117","12.464953422546387","12.464953422546387","12.464953422546387","117","117","117"
"2795","13.657511949539185","13.657511949539185","13.657511949539185","118","118","118","12.352501630783081","12.352501630783081","12.352501630783081","118","118","118","12.392395257949829","12.392395257949829","12.392395257949829","118","118","118","12.902754783630371","12.902754783630371","12.902754783630371","118","118","118"
"2800","13.550081014633179","13.550081014633179","13.550081014633179","119","119","119","12.237852573394775","12.237852573394775","12.237852573394775","119","119","119","12.251533031463623","12.251533031463623","12.251533031463623","119","119","119","12.87758469581604","12.87758469581604","12.87758469581604","119","119","119"
"2805","13.808340787887573","13.808340787887573","13.808340787887573","120","120","120","12.30026125907898","12.30026125907898","12.30026125907898","120","120","120","12.228532314300537","12.228532314300537","12.228532314300537","120","120","120","12.60548734664917","12.60548734664917","12.60548734664917","120","120","120"
"2810","13.53041386604309","13.53041386604309","13.53041386604309","121","121","121","12.29790449142456","12.29790449142456","12.29790449142456","121","121","121","12.385226011276245","12.385226011276245","12.385226011276245","121","121","121","12.65935206413269","12.65935206413269","12.65935206413269","121","121","121"
"2815","13.455123662948608","13.455123662948608","13.455123662948608","122","122","122","12.29238748550415","12.29238748550415","12.29238748550415","122","122","122","12.307842493057251","12.307842493057251","12.307842493057251","122","122","122","12.408063650131226","12.408063650131226","12.408063650131226","122","122","122"
"2820","13.47357726097107","13.47357726097107","13.47357726097107","123","123","123","12.245224952697754","12.245224952697754","12.245224952697754","123","123","123","12.2654550075531","12.2654550075531","12.2654550075531","123","123","123","12.419398784637451","12.419398784637451","12.419398784637451","123","123","123"
"2825","13.512320280075073","13.512320280075073","13.512320280075073","124","124","124","12.30769658088684","12.30769658088684","12.30769658088684","124","124","124","12.255016326904297","12.255016326904297","12.255016326904297","124","124","124","12.362888097763062","12.362888097763062","12.362888097763062","124","124","124"
"2830","13.915634155273438","13.915634155273438","13.915634155273438","125","125","125","12.328574180603027","12.328574180603027","12.328574180603027","125","125","125","12.314827919006348","12.314827919006348","12.314827919006348","125","125","125","12.45920181274414","12.45920181274414","12.45920181274414","125","125","125"
"2835","13.672585487365723","13.672585487365723","13.672585487365723","126","126","126","12.301044702529907","12.301044702529907","12.301044702529907","126","126","126","12.36213493347168","12.36213493347168","12.36213493347168","126","126","126","12.608543872833252","12.608543872833252","12.608543872833252","126","126","126"
"2840","13.5469491481781","13.5469491481781","13.5469491481781","127","127","127","12.289066791534424","12.289066791534424","12.289066791534424","127","127","127","12.422599077224731","12.422599077224731","12.422599077224731","127","127","127","12.65566349029541","12.65566349029541","12.65566349029541","127","127","127"
"2845","13.552660942077637","13.552660942077637","13.552660942077637","128","128","128","12.324792861938477","12.324792861938477","12.324792861938477","128","128","128","12.344180583953857","12.344180583953857","12.344180583953857","128","128","128","12.505286693572998","12.505286693572998","12.505286693572998","128","128","128"
"2850","13.57352066040039","13.57352066040039","13.57352066040039","129","129","129","12.217446088790894","12.217446088790894","12.217446088790894","129","129","129","12.223041772842407","12.223041772842407","12.223041772842407","129","129","129","12.35421371459961","12.35421371459961","12.35421371459961","129","129","129"
"2855","13.732363939285278","13.732363939285278","13.732363939285278","130","130","130","12.23887324333191","12.23887324333191","12.23887324333191","130","130","130","12.205911636352539","12.205911636352539","12.205911636352539","130","130","130","12.456705570220947","12.456705570220947","12.456705570220947","130","130","130"
"2860","13.562544345855713","13.562544345855713","13.562544345855713","131","131","131","12.201108694076538","12.201108694076538","12.201108694076538","131","131","131","12.244890689849854","12.244890689849854","12.244890689849854","131","131","131","12.476503610610962","12.476503610610962","12.476503610610962","131","131","131"
"2865","13.433517217636108","13.433517217636108","13.433517217636108","132","132","132","12.297412157058716","12.297412157058716","12.297412157058716","132","132","132","12.297804832458496","12.297804832458496","12.297804832458496","132","132","132","12.51656174659729","12.51656174659729","12.51656174659729","132","132","132"
"2870","13.514652252197266","13.514652252197266","13.514652252197266","133","133","133","12.233523845672607","12.233523845672607","12.233523845672607","133","133","133","12.41849660873413","12.41849660873413","12.41849660873413","133","133","133","12.373165845870972","12.373165845870972","12.373165845870972","133","133","133"
"2875","13.564693450927734","13.564693450927734","13.564693450927734","134","134","134","12.286749839782715","12.286749839782715","12.286749839782715","134","134","134","12.41821002960205","12.41821002960205","12.41821002960205","134","134","134","12.518092155456543","12.518092155456543","12.518092155456543","134","134","134"
"2880","13.41547441482544","13.41547441482544","13.41547441482544","135","135","135","12.204282283782959","12.204282283782959","12.204282283782959","135","135","135","12.216346502304077","12.216346502304077","12.216346502304077","135","135","135","12.389805316925049","12.389805316925049","12.389805316925049","135","135","135"
"2885","13.459723711013794","13.459723711013794","13.459723711013794","136","136","136","12.209108829498291","12.209108829498291","12.209108829498291","136","136","136","12.20455527305603","12.20455527305603","12.20455527305603","136","136","136","12.345187902450562","12.345187902450562","12.345187902450562","136","136","136"
"2890","13.738361120223999","13.738361120223999","13.738361120223999","137","137","137","12.251340389251709","12.251340389251709","12.251340389251709","137","137","137","12.308008670806885","12.308008670806885","12.308008670806885","137","137","137","12.464127540588379","12.464127540588379","12.464127540588379","137","137","137"
"2895","13.504424810409546","13.504424810409546","13.504424810409546","138","138","138","12.228517055511475","12.228517055511475","12.228517055511475","138","138","138","12.27268934249878","12.27268934249878","12.27268934249878","138","138","138","12.74861478805542","12.74861478805542","12.74861478805542","138","138","138"
"2900","13.467922449111938","13.467922449111938","13.467922449111938","139","139","139","12.206481456756592","12.206481456756592","12.206481456756592","139","139","139","12.220898628234863","12.220898628234863","12.220898628234863","139","139","139","12.555286884307861","12.555286884307861","12.555286884307861","139","139","139"
"2905","13.4932382106781","13.4932382106781","13.4932382106781","140","140","140","12.194416522979736","12.194416522979736","12.194416522979736","140","140","140","12.224283933639526","12.224283933639526","12.224283933639526","140","140","140","12.625934362411499","12.625934362411499","12.625934362411499","140","140","140"
"2910","13.453319072723389","13.453319072723389","13.453319072723389","141","141","141","12.221192836761475","12.221192836761475","12.221192836761475","141","141","141","12.235228776931763","12.235228776931763","12.235228776931763","141","141","141","12.371964693069458","12.371964693069458","12.371964693069458","141","141","141"
"2915","13.4813072681427","13.4813072681427","13.4813072681427","142","142","142","12.226016283035278","12.226016283035278","12.226016283035278","142","142","142","12.29930567741394","12.29930567741394","12.29930567741394","142","142","142","12.448554277420044","12.448554277420044","12.448554277420044","142","142","142"
"2920","13.519253969192505","13.519253969192505","13.519253969192505","143","143","143","12.253927230834961","12.253927230834961","12.253927230834961","143","143","143","12.276184558868408","12.276184558868408","12.276184558868408","143","143","143","12.434183835983276","12.434183835983276","12.434183835983276","143","143","143"
"2925","13.616191864013672","13.616191864013672","13.616191864013672","144","144","144","12.258186340332031","12.258186340332031","12.258186340332031","144","144","144","12.36291217803955","12.36291217803955","12.36291217803955","144","144","144","12.535154104232788","12.535154104232788","12.535154104232788","144","144","144"
"2930","13.660748481750488","13.660748481750488","13.660748481750488","145","145","145","12.226186513900757","12.226186513900757","12.226186513900757","145","145","145","12.253125190734863","12.253125190734863","12.253125190734863","145","145","145","12.560956239700317","12.560956239700317","12.560956239700317","145","145","145"
"2935","13.932767152786255","13.932767152786255","13.932767152786255","146","146","146","12.247607707977295","12.247607707977295","12.247607707977295","146","146","146","12.350529432296753","12.350529432296753","12.350529432296753","146","146","146","12.386590003967285","12.386590003967285","12.386590003967285","146","146","146"
"2940","13.383708715438843","13.383708715438843","13.383708715438843","147","147","147","12.176893472671509","12.176893472671509","12.176893472671509","147","147","147","12.1691312789917","12.1691312789917","12.1691312789917","147","147","147","12.373737812042236","12.373737812042236","12.373737812042236","147","147","147"
"2945","13.503370761871338","13.503370761871338","13.503370761871338","148","148","148","12.216605424880981","12.216605424880981","12.216605424880981","148","148","148","12.22508692741394","12.22508692741394","12.22508692741394","148","148","148","12.33398985862732","12.33398985862732","12.33398985862732","148","148","148"
"2950","13.737152338027954","13.737152338027954","13.737152338027954","149","149","149","12.314115524291992","12.314115524291992","12.314115524291992","149","149","149","12.416637659072876","12.416637659072876","12.416637659072876","149","149","149","12.421034336090088","12.421034336090088","12.421034336090088","149","149","149"
"2955","13.572750568389893","13.572750568389893","13.572750568389893","150","150","150","12.301023483276367","12.301023483276367","12.301023483276367","150","150","150","12.33376145362854","12.33376145362854","12.33376145362854","150","150","150","12.427828311920166","12.427828311920166","12.427828311920166","150","150","150"
"2960","13.613908290863037","13.613908290863037","13.613908290863037","151","151","151","12.295839548110962","12.295839548110962","12.295839548110962","151","151","151","12.340163946151733","12.340163946151733","12.340163946151733","151","151","151","12.464329481124878","12.464329481124878","12.464329481124878","151","151","151"
"2965","13.551910638809204","13.551910638809204","13.551910638809204","152","152","152","12.194578647613525","12.194578647613525","12.194578647613525","152","152","152","12.313145637512207","12.313145637512207","12.313145637512207","152","152","152","12.32269811630249","12.32269811630249","12.32269811630249","152","152","152"
"2970","13.455763816833496","13.455763816833496","13.455763816833496","153","153","153","12.22933053970337","12.22933053970337","12.22933053970337","153","153","153","12.316473484039307","12.316473484039307","12.316473484039307","153","153","153","12.397254467010498","12.397254467010498","12.397254467010498","153","153","153"
"2975","13.359729290008545","13.359729290008545","13.359729290008545","154","154","154","12.144781351089478","12.144781351089478","12.144781351089478","154","154","154","12.2702317237854","12.2702317237854","12.2702317237854","154","154","154","12.383935928344727","12.383935928344727","12.383935928344727","154","154","154"
"2980","13.528100728988647","13.528100728988647","13.528100728988647","155","155","155","12.266948461532593","12.266948461532593","12.266948461532593","155","155","155","12.413777828216553","12.413777828216553","12.413777828216553","155","155","155","12.459696531295776","12.459696531295776","12.459696531295776","155","155","155"
"2985","13.556074619293213","13.556074619293213","13.556074619293213","156","156","156","12.19697642326355","12.19697642326355","12.19697642326355","156","156","156","12.321086645126343","12.321086645126343","12.321086645126343","156","156","156","12.479522228240967","12.479522228240967","12.479522228240967","156","156","156"
"2990","13.340307712554932","13.340307712554932","13.340307712554932","157","157","157","12.156816005706787","12.156816005706787","12.156816005706787","157","157","157","12.240145683288574","12.240145683288574","12.240145683288574","157","157","157","12.635727882385254","12.635727882385254","12.635727882385254","157","157","157"
"2995","13.512801885604858","13.512801885604858","13.512801885604858","158","158","158","12.187709093093872","12.187709093093872","12.187709093093872","158","158","158","12.248570442199707","12.248570442199707","12.248570442199707","158","158","158","12.774940967559814","12.774940967559814","12.774940967559814","158","158","158"
"3000","14.57677960395813","14.57677960395813","14.57677960395813","159","159","159","12.757108211517334","12.757108211517334","12.757108211517334","159","159","159","12.987738847732544","12.987738847732544","12.987738847732544","159","159","159","13.414945363998413","13.414945363998413","13.414945363998413","159","159","159"
"3005","14.453162670135498","14.453162670135498","14.453162670135498","160","160","160","12.817487478256226","12.817487478256226","12.817487478256226","160","160","160","12.762701034545898","12.762701034545898","12.762701034545898","160","160","160","13.236395120620728","13.236395120620728","13.236395120620728","160","160","160"
"3010","13.365346431732178","13.365346431732178","13.365346431732178","161","161","161","12.642277002334595","12.642277002334595","12.642277002334595","161","161","161","12.232372760772705","12.232372760772705","12.232372760772705","161","161","161","12.700867414474487","12.700867414474487","12.700867414474487","161","161","161"
"3015","12.914520025253296","12.914520025253296","12.914520025253296","162","162","162","12.599862098693848","12.599862098693848","12.599862098693848","162","162","162","12.214897394180298","12.214897394180298","12.214897394180298","162","162","162","12.611929178237915","12.611929178237915","12.611929178237915","162","162","162"
"3020","12.86402678489685","12.86402678489685","12.86402678489685","163","163","163","12.448793172836304","12.448793172836304","12.448793172836304","163","163","163","12.10502028465271","12.10502028465271","12.10502028465271","163","163","163","12.352234363555908","12.352234363555908","12.352234363555908","163","163","163"
"3025","12.680577993392944","12.680577993392944","12.680577993392944","164","164","164","12.381334066390991","12.381334066390991","12.381334066390991","164","164","164","12.1141357421875","12.1141357421875","12.1141357421875","164","164","164","12.27382516860962","12.27382516860962","12.27382516860962","164","164","164"
"3030","12.733039617538452","12.733039617538452","12.733039617538452","165","165","165","12.377898454666138","12.377898454666138","12.377898454666138","165","165","165","12.128273963928223","12.128273963928223","12.128273963928223","165","165","165","12.32866644859314","12.32866644859314","12.32866644859314","165","165","165"
"3035","12.802090406417847","12.802090406417847","12.802090406417847","166","166","166","12.279950141906738","12.279950141906738","12.279950141906738","166","166","166","12.169437408447266","12.169437408447266","12.169437408447266","166","166","166","12.381890058517456","12.381890058517456","12.381890058517456","166","166","166"
"3040","12.55999493598938","12.55999493598938","12.55999493598938","167","167","167","12.277472734451294","12.277472734451294","12.277472734451294","167","167","167","12.105321407318115","12.105321407318115","12.105321407318115","167","167","167","12.25310468673706","12.25310468673706","12.25310468673706","167","167","167"
"3045","12.614710807800293","12.614710807800293","12.614710807800293","168","168","168","12.262367248535156","12.262367248535156","12.262367248535156","168","168","168","12.127388000488281","12.127388000488281","12.127388000488281","168","168","168","12.263489723205566","12.263489723205566","12.263489723205566","168","168","168"
"3050","12.70308780670166","12.70308780670166","12.70308780670166","169","169","169","12.29414987564087","12.29414987564087","12.29414987564087","169","169","169","12.146157026290894","12.146157026290894","12.146157026290894","169","169","169","12.319991827011108","12.319991827011108","12.319991827011108","169","169","169"
"3055","12.644330263137817","12.644330263137817","12.644330263137817","170","170","170","12.302742958068848","12.302742958068848","12.302742958068848","170","170","170","12.202431201934814","12.202431201934814","12.202431201934814","170","170","170","12.31075119972229","12.31075119972229","12.31075119972229","170","170","170"
"3060","12.549244165420532","12.549244165420532","12.549244165420532","171","171","171","12.216790676116943","12.216790676116943","12.216790676116943","171","171","171","12.127408266067505","12.127408266067505","12.127408266067505","171","171","171","12.21592116355896","12.21592116355896","12.21592116355896","171","171","171"
"3065","12.558268785476685","12.558268785476685","12.558268785476685","172","172","172","12.24774694442749","12.24774694442749","12.24774694442749","172","172","172","12.091736555099487","12.091736555099487","12.091736555099487","172","172","172","12.234431028366089","12.234431028366089","12.234431028366089","172","172","172"
"3070","12.541085243225098","12.541085243225098","12.541085243225098","173","173","173","12.210708379745483","12.210708379745483","12.210708379745483","173","173","173","12.163935661315918","12.163935661315918","12.163935661315918","173","173","173","12.332858562469482","12.332858562469482","12.332858562469482","173","173","173"
"3075","12.54034161567688","12.54034161567688","12.54034161567688","174","174","174","12.201160669326782","12.201160669326782","12.201160669326782","174","174","174","12.12480092048645","12.12480092048645","12.12480092048645","174","174","174","12.256369590759277","12.256369590759277","12.256369590759277","174","174","174"
"3080","12.679270267486572","12.679270267486572","12.679270267486572","175","175","175","12.28248906135559","12.28248906135559","12.28248906135559","175","175","175","12.182574033737183","12.182574033737183","12.182574033737183","175","175","175","12.338436365127563","12.338436365127563","12.338436365127563","175","175","175"
"3085","12.578528881072998","12.578528881072998","12.578528881072998","176","176","176","12.230698108673096","12.230698108673096","12.230698108673096","176","176","176","12.166550397872925","12.166550397872925","12.166550397872925","176","176","176","12.267203092575073","12.267203092575073","12.267203092575073","176","176","176"
"3090","12.522901058197021","12.522901058197021","12.522901058197021","177","177","177","12.261499881744385","12.261499881744385","12.261499881744385","177","177","177","12.111643314361572","12.111643314361572","12.111643314361572","177","177","177","12.250811576843262","12.250811576843262","12.250811576843262","177","177","177"
"3095","12.53648829460144","12.53648829460144","12.53648829460144","178","178","178","12.2281494140625","12.2281494140625","12.2281494140625","178","178","178","12.174007415771484","12.174007415771484","12.174007415771484","178","178","178","12.285066366195679","12.285066366195679","12.285066366195679","178","178","178"
"3100","12.539215564727783","12.539215564727783","12.539215564727783","179","179","179","12.240617990493774","12.240617990493774","12.240617990493774","179","179","179","12.158219575881958","12.158219575881958","12.158219575881958","179","179","179","12.266853332519531","12.266853332519531","12.266853332519531","179","179","179"
"3105","12.550888776779175","12.550888776779175","12.550888776779175","180","180","180","12.241139650344849","12.241139650344849","12.241139650344849","180","180","180","12.13637900352478","12.13637900352478","12.13637900352478","180","180","180","12.318767786026001","12.318767786026001","12.318767786026001","180","180","180"
"3110","12.545436382293701","12.545436382293701","12.545436382293701","181","181","181","12.286170244216919","12.286170244216919","12.286170244216919","181","181","181","12.187572956085205","12.187572956085205","12.187572956085205","181","181","181","12.374412536621094","12.374412536621094","12.374412536621094","181","181","181"
"3115","12.52093505859375","12.52093505859375","12.52093505859375","182","182","182","12.305144548416138","12.305144548416138","12.305144548416138","182","182","182","12.132394075393677","12.132394075393677","12.132394075393677","182","182","182","12.291088342666626","12.291088342666626","12.291088342666626","182","182","182"
"3120","12.499457120895386","12.499457120895386","12.499457120895386","183","183","183","12.223397254943848","12.223397254943848","12.223397254943848","183","183","183","12.14956545829773","12.14956545829773","12.14956545829773","183","183","183","12.24979829788208","12.24979829788208","12.24979829788208","183","183","183"
"3125","12.508933782577515","12.508933782577515","12.508933782577515","184","184","184","12.244355201721191","12.244355201721191","12.244355201721191","184","184","184","12.148057222366333","12.148057222366333","12.148057222366333","184","184","184","12.305332899093628","12.305332899093628","12.305332899093628","184","184","184"
"3130","12.62789535522461","12.62789535522461","12.62789535522461","185","185","185","12.235116004943848","12.235116004943848","12.235116004943848","185","185","185","12.100106477737427","12.100106477737427","12.100106477737427","185","185","185","12.350614309310913","12.350614309310913","12.350614309310913","185","185","185"
"3135","12.576430082321167","12.576430082321167","12.576430082321167","186","186","186","12.261378049850464","12.261378049850464","12.261378049850464","186","186","186","12.195096015930176","12.195096015930176","12.195096015930176","186","186","186","12.313662767410278","12.313662767410278","12.313662767410278","186","186","186"
"3140","12.526342391967773","12.526342391967773","12.526342391967773","187","187","187","12.289656400680542","12.289656400680542","12.289656400680542","187","187","187","12.136955261230469","12.136955261230469","12.136955261230469","187","187","187","12.310034036636353","12.310034036636353","12.310034036636353","187","187","187"
"3145","12.548908472061157","12.548908472061157","12.548908472061157","188","188","188","12.238765716552734","12.238765716552734","12.238765716552734","188","188","188","12.120967626571655","12.120967626571655","12.120967626571655","188","188","188","12.324144124984741","12.324144124984741","12.324144124984741","188","188","188"
"3150","12.476798057556152","12.476798057556152","12.476798057556152","189","189","189","12.189325094223022","12.189325094223022","12.189325094223022","189","189","189","12.13670301437378","12.13670301437378","12.13670301437378","189","189","189","12.28520131111145","12.28520131111145","12.28520131111145","189","189","189"
"3155","12.442286729812622","12.442286729812622","12.442286729812622","190","190","190","12.195263624191284","12.195263624191284","12.195263624191284","190","190","190","12.141184568405151","12.141184568405151","12.141184568405151","190","190","190","12.271733045578003","12.271733045578003","12.271733045578003","190","190","190"
"3160","12.485684871673584","12.485684871673584","12.485684871673584","191","191","191","12.267926931381226","12.267926931381226","12.267926931381226","191","191","191","12.141379594802856","12.141379594802856","12.141379594802856","191","191","191","12.273045778274536","12.273045778274536","12.273045778274536","191","191","191"
"3165","12.527867078781128","12.527867078781128","12.527867078781128","192","192","192","12.245316982269287","12.245316982269287","12.245316982269287","192","192","192","12.130905389785767","12.130905389785767","12.130905389785767","192","192","192","12.37429666519165","12.37429666519165","12.37429666519165","192","192","192"
"3170","12.499850988388062","12.499850988388062","12.499850988388062","193","193","193","12.205173969268799","12.205173969268799","12.205173969268799","193","193","193","12.154645681381226","12.154645681381226","12.154645681381226","193","193","193","12.341494798660278","12.341494798660278","12.341494798660278","193","193","193"
