"iter","env2_lion_1500-1800 - router/layer_4/entropy","env2_lion_1500-1800 - router/layer_4/entropy__MIN","env2_lion_1500-1800 - router/layer_4/entropy__MAX","env2_lion_1500-1800 - _step","env2_lion_1500-1800 - _step__MIN","env2_lion_1500-1800 - _step__MAX","env2_muon_1500-1800 - router/layer_4/entropy","env2_muon_1500-1800 - router/layer_4/entropy__MIN","env2_muon_1500-1800 - router/layer_4/entropy__MAX","env2_muon_1500-1800 - _step","env2_muon_1500-1800 - _step__MIN","env2_muon_1500-1800 - _step__MAX","env2_adamw_shock_1500-1800 - router/layer_4/entropy","env2_adamw_shock_1500-1800 - router/layer_4/entropy__MIN","env2_adamw_shock_1500-1800 - router/layer_4/entropy__MAX","env2_adamw_shock_1500-1800 - _step","env2_adamw_shock_1500-1800 - _step__MIN","env2_adamw_shock_1500-1800 - _step__MAX"
"700","6.405212479876355e-7","6.405212479876355e-7","6.405212479876355e-7","14","14","14","2.7464189770398663e-7","2.7464189770398663e-7","2.7464189770398663e-7","14","14","14","0.000004436957242432982","0.000004436957242432982","0.000004436957242432982","14","14","14"
"750","5.47027593711391e-7","5.47027593711391e-7","5.47027593711391e-7","15","15","15","2.6487501600058747e-7","2.6487501600058747e-7","2.6487501600058747e-7","15","15","15","0.000004500456270761788","0.000004500456270761788","0.000004500456270761788","15","15","15"
"800","5.406143463915214e-7","5.406143463915214e-7","5.406143463915214e-7","16","16","16","2.6558034733170643e-7","2.6558034733170643e-7","2.6558034733170643e-7","16","16","16","0.000004487931146286428","0.000004487931146286428","0.000004487931146286428","16","16","16"
"850","5.665565913659521e-7","5.665565913659521e-7","5.665565913659521e-7","17","17","17","2.504081930965185e-7","2.504081930965185e-7","2.504081930965185e-7","17","17","17","0.0000044783754856325685","0.0000044783754856325685","0.0000044783754856325685","17","17","17"
"900","5.030881220591254e-7","5.030881220591254e-7","5.030881220591254e-7","18","18","18","2.8335063689155505e-7","2.8335063689155505e-7","2.8335063689155505e-7","18","18","18","0.000004493333690334111","0.000004493333690334111","0.000004493333690334111","18","18","18"
"950","4.587023431668058e-7","4.587023431668058e-7","4.587023431668058e-7","19","19","19","2.7733578463084994e-7","2.7733578463084994e-7","2.7733578463084994e-7","19","19","19","0.000004478288465179503","0.000004478288465179503","0.000004478288465179503","19","19","19"
"1000","4.1108921019864887e-7","4.1108921019864887e-7","4.1108921019864887e-7","20","20","20","2.9373665408153705e-7","2.9373665408153705e-7","2.9373665408153705e-7","20","20","20","0.000004477384694231053","0.000004477384694231053","0.000004477384694231053","20","20","20"
"1050","4.212173735140823e-7","4.212173735140823e-7","4.212173735140823e-7","21","21","21","3.1154067983152343e-7","3.1154067983152343e-7","3.1154067983152343e-7","21","21","21","0.000004453267902135849","0.000004453267902135849","0.000004453267902135849","21","21","21"
"1100","3.840467252302915e-7","3.840467252302915e-7","3.840467252302915e-7","22","22","22","2.7057594707002865e-7","2.7057594707002865e-7","2.7057594707002865e-7","22","22","22","0.0000044894087477587164","0.0000044894087477587164","0.0000044894087477587164","22","22","22"
"1150","4.0515609725844117e-7","4.0515609725844117e-7","4.0515609725844117e-7","23","23","23","3.061291863559745e-7","3.061291863559745e-7","3.061291863559745e-7","23","23","23","0.000004492761217989028","0.000004492761217989028","0.000004492761217989028","23","23","23"
"1200","3.823542647296563e-7","3.823542647296563e-7","3.823542647296563e-7","24","24","24","2.939237492682878e-7","2.939237492682878e-7","2.939237492682878e-7","24","24","24","0.0000044770707609131935","0.0000044770707609131935","0.0000044770707609131935","24","24","24"
"1250","3.70182387996465e-7","3.70182387996465e-7","3.70182387996465e-7","25","25","25","3.093975101364776e-7","3.093975101364776e-7","3.093975101364776e-7","25","25","25","0.0000044891994912177325","0.0000044891994912177325","0.0000044891994912177325","25","25","25"
"1300","3.5685920011019337e-7","3.5685920011019337e-7","3.5685920011019337e-7","26","26","26","3.132520942017436e-7","3.132520942017436e-7","3.132520942017436e-7","26","26","26","0.000004470297135412693","0.000004470297135412693","0.000004470297135412693","26","26","26"
"1350","3.3843763958429917e-7","3.3843763958429917e-7","3.3843763958429917e-7","27","27","27","3.1629322620574386e-7","3.1629322620574386e-7","3.1629322620574386e-7","27","27","27","0.0000044461674406193195","0.0000044461674406193195","0.0000044461674406193195","27","27","27"
"1400","3.4589043934829533e-7","3.4589043934829533e-7","3.4589043934829533e-7","28","28","28","3.3827120205387473e-7","3.3827120205387473e-7","3.3827120205387473e-7","28","28","28","0.000004479748604353517","0.000004479748604353517","0.000004479748604353517","28","28","28"
"1450","3.0068786145420744e-7","3.0068786145420744e-7","3.0068786145420744e-7","29","29","29","3.3983993489528077e-7","3.3983993489528077e-7","3.3983993489528077e-7","29","29","29","0.000004464199009817093","0.000004464199009817093","0.000004464199009817093","29","29","29"
"1455","3.168860985169886e-7","3.168860985169886e-7","3.168860985169886e-7","30","30","30","3.7451698062795915e-7","3.7451698062795915e-7","3.7451698062795915e-7","30","30","30","0.000004420896584633738","0.000004420896584633738","0.000004420896584633738","30","30","30"
"1460","3.477586233202601e-7","3.477586233202601e-7","3.477586233202601e-7","31","31","31","3.6463557080423924e-7","3.6463557080423924e-7","3.6463557080423924e-7","31","31","31","0.000004442772842594423","0.000004442772842594423","0.000004442772842594423","31","31","31"
"1465","3.060276640098891e-7","3.060276640098891e-7","3.060276640098891e-7","32","32","32","2.795552063616924e-7","2.795552063616924e-7","2.795552063616924e-7","32","32","32","0.000004490503852139227","0.000004490503852139227","0.000004490503852139227","32","32","32"
"1470","3.0358378353412265e-7","3.0358378353412265e-7","3.0358378353412265e-7","33","33","33","3.555918738129549e-7","3.555918738129549e-7","3.555918738129549e-7","33","33","33","0.000004406844527693465","0.000004406844527693465","0.000004406844527693465","33","33","33"
"1475","3.4298784612474265e-7","3.4298784612474265e-7","3.4298784612474265e-7","34","34","34","2.907956968556391e-7","2.907956968556391e-7","2.907956968556391e-7","34","34","34","0.0000045437456719810145","0.0000045437456719810145","0.0000045437456719810145","34","34","34"
"1480","3.110335001110798e-7","3.110335001110798e-7","3.110335001110798e-7","35","35","35","2.054855940514244e-7","2.054855940514244e-7","2.054855940514244e-7","35","35","35","0.000004420190089149401","0.000004420190089149401","0.000004420190089149401","35","35","35"
"1485","3.062406904064119e-7","3.062406904064119e-7","3.062406904064119e-7","36","36","36","4.127654392505065e-7","4.127654392505065e-7","4.127654392505065e-7","36","36","36","0.000004459065894479863","0.000004459065894479863","0.000004459065894479863","36","36","36"
"1490","3.2680973163223823e-7","3.2680973163223823e-7","3.2680973163223823e-7","37","37","37","2.3619541025254876e-7","2.3619541025254876e-7","2.3619541025254876e-7","37","37","37","0.000004591126707964577","0.000004591126707964577","0.000004591126707964577","37","37","37"
"1495","2.7912442419619764e-7","2.7912442419619764e-7","2.7912442419619764e-7","38","38","38","3.0993080599728275e-7","3.0993080599728275e-7","3.0993080599728275e-7","38","38","38","0.000004643241845769808","0.000004643241845769808","0.000004643241845769808","38","38","38"
"1500","3.772305717575364e-7","3.772305717575364e-7","3.772305717575364e-7","39","39","39","2.8080909639053665e-7","2.8080909639053665e-7","2.8080909639053665e-7","39","39","39","0.000004786928669394304","0.000004786928669394304","0.000004786928669394304","39","39","39"
"1505","0.000002967618092952762","0.000002967618092952762","0.000002967618092952762","40","40","40","0.0000017260628737858496","0.0000017260628737858496","0.0000017260628737858496","40","40","40","0.00001279292191611603","0.00001279292191611603","0.00001279292191611603","40","40","40"
"1510","0.0000022185775378602555","0.0000022185775378602555","0.0000022185775378602555","41","41","41","0.0000020029470761073754","0.0000020029470761073754","0.0000020029470761073754","41","41","41","0.00001100641893572174","0.00001100641893572174","0.00001100641893572174","41","41","41"
"1515","0.000001197985420731129","0.000001197985420731129","0.000001197985420731129","42","42","42","8.154900569934398e-7","8.154900569934398e-7","8.154900569934398e-7","42","42","42","0.000009384439908899368","0.000009384439908899368","0.000009384439908899368","42","42","42"
"1520","8.170795808837283e-7","8.170795808837283e-7","8.170795808837283e-7","43","43","43","0.000001084088671632344","0.000001084088671632344","0.000001084088671632344","43","43","43","0.000006785668665543198","0.000006785668665543198","0.000006785668665543198","43","43","43"
"1525","5.090495051263133e-7","5.090495051263133e-7","5.090495051263133e-7","44","44","44","0.0000011993142834398896","0.0000011993142834398896","0.0000011993142834398896","44","44","44","0.000006073163604014553","0.000006073163604014553","0.000006073163604014553","44","44","44"
"1530","4.371391696622595e-7","4.371391696622595e-7","4.371391696622595e-7","45","45","45","8.479381904180628e-7","8.479381904180628e-7","8.479381904180628e-7","45","45","45","0.000005758861152571626","0.000005758861152571626","0.000005758861152571626","45","45","45"
"1535","6.127699634816963e-7","6.127699634816963e-7","6.127699634816963e-7","46","46","46","8.957280442700722e-7","8.957280442700722e-7","8.957280442700722e-7","46","46","46","0.000005387223427533172","0.000005387223427533172","0.000005387223427533172","46","46","46"
"1540","6.439830031013117e-7","6.439830031013117e-7","6.439830031013117e-7","47","47","47","7.128530342015437e-7","7.128530342015437e-7","7.128530342015437e-7","47","47","47","0.000005278828757582232","0.000005278828757582232","0.000005278828757582232","47","47","47"
"1545","6.565963758475845e-7","6.565963758475845e-7","6.565963758475845e-7","48","48","48","8.627199349575676e-7","8.627199349575676e-7","8.627199349575676e-7","48","48","48","0.000005429851444205269","0.000005429851444205269","0.000005429851444205269","48","48","48"
"1550","5.817532382934587e-7","5.817532382934587e-7","5.817532382934587e-7","49","49","49","0.0000012977462574781385","0.0000012977462574781385","0.0000012977462574781385","49","49","49","0.000005803060776088387","0.000005803060776088387","0.000005803060776088387","49","49","49"
"1555","6.567179298144765e-7","6.567179298144765e-7","6.567179298144765e-7","50","50","50","0.0000013687231330550276","0.0000013687231330550276","0.0000013687231330550276","50","50","50","0.000006034421312506311","0.000006034421312506311","0.000006034421312506311","50","50","50"
"1560","6.488680810434744e-7","6.488680810434744e-7","6.488680810434744e-7","51","51","51","0.0000013796566236123908","0.0000013796566236123908","0.0000013796566236123908","51","51","51","0.000005282995334709994","0.000005282995334709994","0.000005282995334709994","51","51","51"
"1565","8.092886673694011e-7","8.092886673694011e-7","8.092886673694011e-7","52","52","52","0.0000011739116416720208","0.0000011739116416720208","0.0000011739116416720208","52","52","52","0.000005057688395027071","0.000005057688395027071","0.000005057688395027071","52","52","52"
"1570","6.539395599247655e-7","6.539395599247655e-7","6.539395599247655e-7","53","53","53","8.920392247091513e-7","8.920392247091513e-7","8.920392247091513e-7","53","53","53","0.000005529283225769177","0.000005529283225769177","0.000005529283225769177","53","53","53"
"1575","6.651355761277955e-7","6.651355761277955e-7","6.651355761277955e-7","54","54","54","0.000001052913285093382","0.000001052913285093382","0.000001052913285093382","54","54","54","0.000005185205372981727","0.000005185205372981727","0.000005185205372981727","54","54","54"
"1580","6.426087566069328e-7","6.426087566069328e-7","6.426087566069328e-7","55","55","55","0.0000011216338862141129","0.0000011216338862141129","0.0000011216338862141129","55","55","55","0.000005140333814779296","0.000005140333814779296","0.000005140333814779296","55","55","55"
"1585","5.698734184989007e-7","5.698734184989007e-7","5.698734184989007e-7","56","56","56","7.470652235497255e-7","7.470652235497255e-7","7.470652235497255e-7","56","56","56","0.000005076361048850231","0.000005076361048850231","0.000005076361048850231","56","56","56"
"1590","5.663573574565817e-7","5.663573574565817e-7","5.663573574565817e-7","57","57","57","9.016170224640519e-7","9.016170224640519e-7","9.016170224640519e-7","57","57","57","0.000004889471529168077","0.000004889471529168077","0.000004889471529168077","57","57","57"
"1595","6.262267106649233e-7","6.262267106649233e-7","6.262267106649233e-7","58","58","58","8.373936907446477e-7","8.373936907446477e-7","8.373936907446477e-7","58","58","58","0.000004949914364260622","0.000004949914364260622","0.000004949914364260622","58","58","58"
"1600","6.404747182386928e-7","6.404747182386928e-7","6.404747182386928e-7","59","59","59","0.0000010791452950797975","0.0000010791452950797975","0.0000010791452950797975","59","59","59","0.000004899886334897019","0.000004899886334897019","0.000004899886334897019","59","59","59"
"1605","6.519641829072497e-7","6.519641829072497e-7","6.519641829072497e-7","60","60","60","9.422000402992126e-7","9.422000402992126e-7","9.422000402992126e-7","60","60","60","0.000005100954149384052","0.000005100954149384052","0.000005100954149384052","60","60","60"
"1610","6.348794613586506e-7","6.348794613586506e-7","6.348794613586506e-7","61","61","61","7.360882136708824e-7","7.360882136708824e-7","7.360882136708824e-7","61","61","61","0.0000047415644075954335","0.0000047415644075954335","0.0000047415644075954335","61","61","61"
"1615","6.76245144859422e-7","6.76245144859422e-7","6.76245144859422e-7","62","62","62","7.709583769610617e-7","7.709583769610617e-7","7.709583769610617e-7","62","62","62","0.000004858339525526389","0.000004858339525526389","0.000004858339525526389","62","62","62"
"1620","6.541519724123645e-7","6.541519724123645e-7","6.541519724123645e-7","63","63","63","7.745600669295527e-7","7.745600669295527e-7","7.745600669295527e-7","63","63","63","0.000004876041202805936","0.000004876041202805936","0.000004876041202805936","63","63","63"
"1625","7.884067599661648e-7","7.884067599661648e-7","7.884067599661648e-7","64","64","64","7.327136700041592e-7","7.327136700041592e-7","7.327136700041592e-7","64","64","64","0.000004860233821091242","0.000004860233821091242","0.000004860233821091242","64","64","64"
"1630","7.165535407693823e-7","7.165535407693823e-7","7.165535407693823e-7","65","65","65","8.45728391141165e-7","8.45728391141165e-7","8.45728391141165e-7","65","65","65","0.000004591485412674956","0.000004591485412674956","0.000004591485412674956","65","65","65"
"1635","7.026052116998471e-7","7.026052116998471e-7","7.026052116998471e-7","66","66","66","8.696442819200456e-7","8.696442819200456e-7","8.696442819200456e-7","66","66","66","0.00000479949449072592","0.00000479949449072592","0.00000479949449072592","66","66","66"
"1640","6.106845376052661e-7","6.106845376052661e-7","6.106845376052661e-7","67","67","67","8.160717698046938e-7","8.160717698046938e-7","8.160717698046938e-7","67","67","67","0.000004867862298851833","0.000004867862298851833","0.000004867862298851833","67","67","67"
"1645","5.56359873371548e-7","5.56359873371548e-7","5.56359873371548e-7","68","68","68","9.055692316906061e-7","9.055692316906061e-7","9.055692316906061e-7","68","68","68","0.000004570445162244141","0.000004570445162244141","0.000004570445162244141","68","68","68"
"1650","5.556238647841383e-7","5.556238647841383e-7","5.556238647841383e-7","69","69","69","0.0000011299434845568612","0.0000011299434845568612","0.0000011299434845568612","69","69","69","0.000004665836968342774","0.000004665836968342774","0.000004665836968342774","69","69","69"
"1655","5.84874442211003e-7","5.84874442211003e-7","5.84874442211003e-7","70","70","70","9.148071512754541e-7","9.148071512754541e-7","9.148071512754541e-7","70","70","70","0.000004750962398247794","0.000004750962398247794","0.000004750962398247794","70","70","70"
"1660","6.223137006600155e-7","6.223137006600155e-7","6.223137006600155e-7","71","71","71","9.049123036675155e-7","9.049123036675155e-7","9.049123036675155e-7","71","71","71","0.000004659947444451973","0.000004659947444451973","0.000004659947444451973","71","71","71"
"1665","6.759271400369471e-7","6.759271400369471e-7","6.759271400369471e-7","72","72","72","9.439400855626445e-7","9.439400855626445e-7","9.439400855626445e-7","72","72","72","0.000004656130840885453","0.000004656130840885453","0.000004656130840885453","72","72","72"
"1670","5.95791834712145e-7","5.95791834712145e-7","5.95791834712145e-7","73","73","73","8.434015398961492e-7","8.434015398961492e-7","8.434015398961492e-7","73","73","73","0.000004881311906501651","0.000004881311906501651","0.000004881311906501651","73","73","73"
"1675","5.378471087169601e-7","5.378471087169601e-7","5.378471087169601e-7","74","74","74","9.165619303530548e-7","9.165619303530548e-7","9.165619303530548e-7","74","74","74","0.0000046366083552129565","0.0000046366083552129565","0.0000046366083552129565","74","74","74"
"1680","6.230597591638797e-7","6.230597591638797e-7","6.230597591638797e-7","75","75","75","9.759829481481575e-7","9.759829481481575e-7","9.759829481481575e-7","75","75","75","0.0000047057383198989555","0.0000047057383198989555","0.0000047057383198989555","75","75","75"
"1685","5.666378456226085e-7","5.666378456226085e-7","5.666378456226085e-7","76","76","76","0.0000011054093192797153","0.0000011054093192797153","0.0000011054093192797153","76","76","76","0.000004627607631846331","0.000004627607631846331","0.000004627607631846331","76","76","76"
"1690","5.372519353841199e-7","5.372519353841199e-7","5.372519353841199e-7","77","77","77","9.150344340014271e-7","9.150344340014271e-7","9.150344340014271e-7","77","77","77","0.0000045661690819542855","0.0000045661690819542855","0.0000045661690819542855","77","77","77"
"1695","6.018500243953895e-7","6.018500243953895e-7","6.018500243953895e-7","78","78","78","9.551740731694736e-7","9.551740731694736e-7","9.551740731694736e-7","78","78","78","0.0000045312524889595805","0.0000045312524889595805","0.0000045312524889595805","78","78","78"
"1700","6.006381681800122e-7","6.006381681800122e-7","6.006381681800122e-7","79","79","79","9.672422493167688e-7","9.672422493167688e-7","9.672422493167688e-7","79","79","79","0.000004735010588774458","0.000004735010588774458","0.000004735010588774458","79","79","79"
"1705","5.921825504628941e-7","5.921825504628941e-7","5.921825504628941e-7","80","80","80","0.0000010276738066750113","0.0000010276738066750113","0.0000010276738066750113","80","80","80","0.000004645317312679254","0.000004645317312679254","0.000004645317312679254","80","80","80"
"1710","6.041531833034241e-7","6.041531833034241e-7","6.041531833034241e-7","81","81","81","0.0000010110024049936327","0.0000010110024049936327","0.0000010110024049936327","81","81","81","0.0000045873595809098335","0.0000045873595809098335","0.0000045873595809098335","81","81","81"
"1715","6.46242915536277e-7","6.46242915536277e-7","6.46242915536277e-7","82","82","82","0.0000010752696653071325","0.0000010752696653071325","0.0000010752696653071325","82","82","82","0.000004669759800890461","0.000004669759800890461","0.000004669759800890461","82","82","82"
"1720","5.852179583598626e-7","5.852179583598626e-7","5.852179583598626e-7","83","83","83","9.6108187790378e-7","9.6108187790378e-7","9.6108187790378e-7","83","83","83","0.000004623654604074545","0.000004623654604074545","0.000004623654604074545","83","83","83"
"1725","6.486618076451122e-7","6.486618076451122e-7","6.486618076451122e-7","84","84","84","9.308004337071907e-7","9.308004337071907e-7","9.308004337071907e-7","84","84","84","0.00000458167887700256","0.00000458167887700256","0.00000458167887700256","84","84","84"
"1730","5.843264261784497e-7","5.843264261784497e-7","5.843264261784497e-7","85","85","85","0.0000011853255273308605","0.0000011853255273308605","0.0000011853255273308605","85","85","85","0.000005084543226985261","0.000005084543226985261","0.000005084543226985261","85","85","85"
"1735","6.496772584796417e-7","6.496772584796417e-7","6.496772584796417e-7","86","86","86","0.0000012059684195264709","0.0000012059684195264709","0.0000012059684195264709","86","86","86","0.00000471446182928048","0.00000471446182928048","0.00000471446182928048","86","86","86"
"1740","6.461945758928777e-7","6.461945758928777e-7","6.461945758928777e-7","87","87","87","8.395410077355336e-7","8.395410077355336e-7","8.395410077355336e-7","87","87","87","0.00000483056137454696","0.00000483056137454696","0.00000483056137454696","87","87","87"
"1745","5.689554654964013e-7","5.689554654964013e-7","5.689554654964013e-7","88","88","88","7.138130058592651e-7","7.138130058592651e-7","7.138130058592651e-7","88","88","88","0.000004374700802145526","0.000004374700802145526","0.000004374700802145526","88","88","88"
"1750","5.246543878456577e-7","5.246543878456577e-7","5.246543878456577e-7","89","89","89","9.250512448488734e-7","9.250512448488734e-7","9.250512448488734e-7","89","89","89","0.000004551279926090501","0.000004551279926090501","0.000004551279926090501","89","89","89"
"1755","5.645195869874442e-7","5.645195869874442e-7","5.645195869874442e-7","90","90","90","0.0000012220966709719505","0.0000012220966709719505","0.0000012220966709719505","90","90","90","0.000004675321906688623","0.000004675321906688623","0.000004675321906688623","90","90","90"
"1760","6.088161171646789e-7","6.088161171646789e-7","6.088161171646789e-7","91","91","91","0.000001224943935085321","0.000001224943935085321","0.000001224943935085321","91","91","91","0.000004582523251883685","0.000004582523251883685","0.000004582523251883685","91","91","91"
"1765","6.180989203130593e-7","6.180989203130593e-7","6.180989203130593e-7","92","92","92","9.373912689625285e-7","9.373912689625285e-7","9.373912689625285e-7","92","92","92","0.000004600839747581631","0.000004600839747581631","0.000004600839747581631","92","92","92"
"1770","6.412353286577854e-7","6.412353286577854e-7","6.412353286577854e-7","93","93","93","8.596768566349055e-7","8.596768566349055e-7","8.596768566349055e-7","93","93","93","0.000004577104482450522","0.000004577104482450522","0.000004577104482450522","93","93","93"
"1775","6.236454737518215e-7","6.236454737518215e-7","6.236454737518215e-7","94","94","94","8.642256943858228e-7","8.642256943858228e-7","8.642256943858228e-7","94","94","94","0.000004533102401182987","0.000004533102401182987","0.000004533102401182987","94","94","94"
"1780","6.21169465375715e-7","6.21169465375715e-7","6.21169465375715e-7","95","95","95","9.152223356068134e-7","9.152223356068134e-7","9.152223356068134e-7","95","95","95","0.0000045859535021008925","0.0000045859535021008925","0.0000045859535021008925","95","95","95"
"1785","6.04493197897682e-7","6.04493197897682e-7","6.04493197897682e-7","96","96","96","8.493791028740815e-7","8.493791028740815e-7","8.493791028740815e-7","96","96","96","0.000004556826752377674","0.000004556826752377674","0.000004556826752377674","96","96","96"
"1790","5.968295226921327e-7","5.968295226921327e-7","5.968295226921327e-7","97","97","97","8.823823918646667e-7","8.823823918646667e-7","8.823823918646667e-7","97","97","97","0.000004614979843609035","0.000004614979843609035","0.000004614979843609035","97","97","97"
"1795","6.174973350425716e-7","6.174973350425716e-7","6.174973350425716e-7","98","98","98","0.0000010323945389245637","0.0000010323945389245637","0.0000010323945389245637","98","98","98","0.000004720416836789809","0.000004720416836789809","0.000004720416836789809","98","98","98"
"1800","9.058447176357732e-7","9.058447176357732e-7","9.058447176357732e-7","99","99","99","0.0000011755058949347585","0.0000011755058949347585","0.0000011755058949347585","99","99","99","0.000004875230661127716","0.000004875230661127716","0.000004875230661127716","99","99","99"
"1805","0.0000020714598576887512","0.0000020714598576887512","0.0000020714598576887512","100","100","100","0.000002471148218319286","0.000002471148218319286","0.000002471148218319286","100","100","100","0.000006502466567326337","0.000006502466567326337","0.000006502466567326337","100","100","100"
"1810","0.000001159975909104105","0.000001159975909104105","0.000001159975909104105","101","101","101","0.000001011889980873093","0.000001011889980873093","0.000001011889980873093","101","101","101","0.000005163996684132144","0.000005163996684132144","0.000005163996684132144","101","101","101"
"1815","8.286117918032688e-7","8.286117918032688e-7","8.286117918032688e-7","102","102","102","0.0000011308418834232726","0.0000011308418834232726","0.0000011308418834232726","102","102","102","0.0000047479821660090234","0.0000047479821660090234","0.0000047479821660090234","102","102","102"
"1820","6.286943971645087e-7","6.286943971645087e-7","6.286943971645087e-7","103","103","103","9.803839020605665e-7","9.803839020605665e-7","9.803839020605665e-7","103","103","103","0.000004577493746182881","0.000004577493746182881","0.000004577493746182881","103","103","103"
"1825","5.382486506277928e-7","5.382486506277928e-7","5.382486506277928e-7","104","104","104","3.9803276195016226e-7","3.9803276195016226e-7","3.9803276195016226e-7","104","104","104","0.0000044215714297024535","0.0000044215714297024535","0.0000044215714297024535","104","104","104"
"1830","5.456687631522073e-7","5.456687631522073e-7","5.456687631522073e-7","105","105","105","4.857417934545083e-7","4.857417934545083e-7","4.857417934545083e-7","105","105","105","0.0000045837412471883","0.0000045837412471883","0.0000045837412471883","105","105","105"
"1835","6.14194323134143e-7","6.14194323134143e-7","6.14194323134143e-7","106","106","106","3.114803575954284e-7","3.114803575954284e-7","3.114803575954284e-7","106","106","106","0.00000453888533229474","0.00000453888533229474","0.00000453888533229474","106","106","106"
"1840","4.850099685427267e-7","4.850099685427267e-7","4.850099685427267e-7","107","107","107","2.3786672045389424e-7","2.3786672045389424e-7","2.3786672045389424e-7","107","107","107","0.000004496328620007261","0.000004496328620007261","0.000004496328620007261","107","107","107"
"1845","4.957163582730573e-7","4.957163582730573e-7","4.957163582730573e-7","108","108","108","3.1365686936624115e-7","3.1365686936624115e-7","3.1365686936624115e-7","108","108","108","0.000004507563426159323","0.000004507563426159323","0.000004507563426159323","108","108","108"
